node,node2vec_cluster
ed04fa62f64c7cac1302c3edd1c908ed3ac35964826680081a3a8ff11039121c,-1
034f3c7f2266fc37f519d2dab4e9e59c29d48e0b427589df6870c198d6a8a3de,446
590216d79bdffa7f43f26b0a7171b31d52d0a745f1333d13a3aab08655acd97f,-1
2c8140ecab9c34826cd3a397d511465fcbd90d29c0b33404256140aa015fd516,380
6c51b4839a77efc3aa0ee1d1bd6bcb69e1b31cce60cfcb765dcdd30dbd5fea06,-1
84c53c02c82d677fc66e3ee2dfc0fa1ad987b7289492433f4ef029c8f441ed23,293
42b97e7035769a67604de3a2aa3bb4de3aa68c79c052ddb42da73d67c258a917,-1
9d9042563a4c846c914792829d3c8e6dee759f1fa0dd003a78a7516dad21fb19,-1
7cf21cbf0e4786d3206ff2aad712978e68b012e17547b8062287e2b25cd42932,195
e1e40ad228278f7e043b080b40ec6b6557433bbca8a2280b6c00df93f53329fa,113
8e85d01b3cbb8ab7de1541266789df58ff83b41e611e2509163fa53e7f49c739,459
1becf221d4427ca84de88a7d3a84bcbc20edce66ed0f68d8550fca5d811549dc,386
5867e5538fdc206be5c34ac577e089c25124233fb2f330cdd9db57f43886d700,-1
10606645139fb4199676802c8035fd2d62e7f54f30da9527fdcfb2954e9d38c2,272
b98b4a0712a72f511aafa66a6e8200f6a80b548e2824daedcc20aca8f3694195,-1
f01993e67b78020a0f87d00ab98082816cbb04f84cc9ef98abbf268913046f56,468
37fa85994dbec573505d4ed1babc0bb82d07adcc79a6c8ef50c2b5a6b7cfc603,447
cfcdb3c0a1f71f45ca06f28fe1c527bf0b34c12d995c8645e46f182d146bfeeb,481
1d3ff3a55d5cb28281991a39fc3b61ac3eb0eda83d84d6dc6dfc7370fe9aee1c,481
912e8e99ecd3136b47ef26c6fd7d099761669748d5bb507b038e4d33e5095a10,-1
030b3adf923c5a0e0f87fa6447eea9ccf1e90ea9909f13ff03d89ab28ea1df9b,-1
6c031f7f607bd3c220c693484714506c61dec8c012d5844103d620901c5e55b4,336
1f7d2bf7fe1b465b4a6f48befd38832b0f4a1bed7046be14c1fa007f03e5bf32,79
8541cdbd683b8b33834244e670b3e011266b8af7b00d814ddbef547f3bdbc9e2,-1
f245953552dee0906574a044d2cbffbb3aff87da8b2a5527de9010da7004bde2,-1
1ae0be526e3c84c10477bf22f794b67272fb63c3b00ad3e198baff6fb4dd5285,476
520dc1491c354ef2f7f0f193b051f35ddb42bc11e108ccb80f798f9bc7b96d74,468
30c4b180203425a8fafa0cafb40b0caeecd72033fe4e6fc8c6473f956a52f5e5,-1
52baad832201706eb554b9d4ad2460618d24b40db4816746885d86a81fd305b3,-1
b455d3c90c36300da45a2776512e9ccd840ccaeddcdd05b74e3dbccf8123093b,-1
7c40ffed58fb06c1059023c3947e391b246cb3f8f3b022a046b7506fbd641e1d,364
4ae2934ab0bd898c11e706132295eeb884b33fc43ea53563709ff69dd8375206,481
5323b87584bc405f6e3384b6f883f3bb9ba0a3cfa654a1251dc353ece7df721e,468
d575e82b9c4f9859a32d60c0d673b8b76b97b30876675d88636bf9281aa65f67,72
89683d2e83f45e590147b0c722ed191952cea1e2c5a990117823b7808494a531,-1
2e1736b2aea2c8ad3f2f2817f562ead8175c4263e0e5f6b26bba16ef5172295a,-1
2c87e36a59362a41153a42bc593e6eec572ce4643464392000a618844ad6f968,8
b0c9d33dbb3eb17f2a661b05b4452c93944fc5bbd1ae7e181c10042ee20381ec,481
e10911a2bfbe3de8c64f2833678ebeed0686e7609de06d643bd5933dec286c84,-1
939c1e185b646987705238a4b811917886140f89b4ca6eee64ddadadc241ef8c,448
e575670442e6c2fd4e39aec20e3b592f270a61e0cb113479097751c7d1b97d50,364
44571d2e4708c74e4759f54fe6ec1d06b500b4777042999da0916a4726ca4c2f,318
1dd3f32fba4479edb31dcc91ee63f1a63c15c2a078efd38db66691035cd7ebaf,-1
ad308c404315220cfd6012106772b27874181266360dc5110bb5385e3b5fe4d4,272
c274192499ce76c380b1ebc1175b8140899f7aa31e52dff7299c3bd1d93589a2,52
f6e361d76be93e6d2e65812d9da67e9e05bc6efb330c0a4b481021402e3d1451,481
866c254101030175b47a3d27ff04fbf4babc842c182f28c97fcc976cd3bd7bf7,313
75bb1fa48db76169ed8055ae0599faab437ef61edd291f5307cb8e6308a22765,386
039c4e96a561e47fb261ded03c3546c7cb88631714c4c97fe79bc1045584140d,-1
e166fe0222e7dbf948330c6f4f2ce3b8d0e502792159741557c8967b7da5bcd5,399
8258b793a6e53138bed158e57a80723205cc659bac173a30d6220b1470a281ae,-1
a4eef1c0331c40e0b9b18c05560cb33991a6b10f38003373c580bdba6359df74,110
0be1ba451a77ed0589f6be2907b25d4bf54a279ac6fb0d3496d98c3d3944a001,264
2a7d472c409901a547ba2f345323085c359e9a40826b53362a6277228873d3d2,415
37069a37278f2c178d6bc8a18ab25980fbb60dd4decf3617dd45d1e6a40a405d,285
8a46539461141635dc48b48bafb204d6b28c65e2a734440f5680a7ae439d0424,-1
38fc7aa7046a4e0f9f21aa37b3a74feb0e25662855423f18c524a8767e95fe7a,-1
f5d07acf11ea6b361c9ba9cd14ae3c4b66214834279a610dbdda8ee60cc35f5c,386
025577776c73a29128cb63cd9b58d8a4f946f20eaeebbfc0d9eb8b3ab70657a3,-1
c8182c00c80f57d420a49d47a1ed780536c1d7f672560b4b2c309b87520f693c,-1
c34fbd92c73aee242c7d82d7652a7502a50026adab96a973ed709628134c0860,-1
8af5c9f785735980390b70cda15832b2a167d5e987aac697ec5266d933e2e193,-1
4b0cb9257d85594f4300d134805bd59fd2f3467c2387af3d0eb5f73c867c9035,-1
44903bb749006cf38bd1d7021ac561acc4c77678fcd353690d62d9aa2d793a2f,107
3921bc8df4dd87f5a9662f73c5c578c81ba52d9907a7f2421813f2174625a5ee,445
1bfc51ec676c06aacfb564c9195cfed99ab691bbf39df98959fc9568249433f8,141
72fc033bd51a91d3052a7fe475913e5ff1ae99c0704a0b986320cc65d10d5d31,-1
2236460767b2553d5c65311fac0f6fecb8aa9e554489be93bcc9ca63e644423b,-1
28041313005238ed840ecef2d4c975624cfb2b7adb3b5bce55f7b29d9bfd87ff,290
a3ba98b5bfd58db542c9f13d43e684aaedddbad8a85165f3b7a891b86e01d53d,53
22ffb08471bb4ca0f9261f692a41ee4f65565cc7a3c6506a73376abcc8fbe0da,386
b01cc6ba98bbd3e4a48c1ea815063af00c4e06d08f9649fc9bed5fed0189e4c3,436
64ded71585295a4dfaaf7dcbdd02932356a2b01b21fce7a5929dee5ea39e4f1a,-1
9a19701fde9ab89eb1d3ab3b88ec2279c03da32d049412ca2f0560c3d5494a9e,288
c1ecfb9a9d9629da9290f9e67945792f6c9e2194db42e0de0a1d62577becf042,-1
4c1a1900559e6907da35276be07e8b6b4618ae35bae95b2dd07fbb8a69d6d838,-1
426f341485b4d982ead55f172f70e21dbadb3b500a721b89009d284b7af1d39b,-1
c40f68690614691c8a5373fbcc34c5512bf12e7d3b9bd2f1adbd3c3b198ffd65,348
28cfeed04b380d65386e7bdcc1d2ecb29330c1542f5299a81bf076b538f3e9d9,84
71253072d04c762349e52dd9ddb83f802216438f9577f13d4c1997cfd461515d,-1
02a8758585e2295094abd68d7c8ef9db456ff21152249450e482171ab9ecf2da,-1
7459b9572dfaa2174cbaea1293b6b1472e7c66d3e0cc9d4f18097e025ceecab9,-1
596604a56cd08867e512c243079ab065398ee6968334f62191c1545feeed8d90,-1
75507d7326fa5840a896835f725b29ec0402ff8552ea27d3af6291b929b2e51d,26
82476d550059ddbbea7ecdf473c78372399914f79b2e9dbb37ac23d5bbac9317,481
fd31ff19b12d0c90780ab98c9ffdb36e1193e7907eb2eeb9dd24dd7ef495a2c8,445
a0d67793048a05bf0e1bd1af089f61fd41a19c3b094ed69e7dcd57f68d1f65fc,-1
b47bf4d35b30f0e0bbde97965436c809edde8557e3208fc865b336bc1519cd56,321
2c77c8e0c9c5f50cf8918831027c75da2eb1f053bb53eeb835c4ac179eb8835a,-1
f20298dc64571ceeb5463f3cfe3f06ee67fce85bf03ff8d3c97c964e5a132760,481
333c1f27a27240412498f6eb49f05a31b6f597e6a0acaec54fe427fdb9cfc6fc,-1
021399f8741f7fa14d6bffe7e96cb287ac98bb274eaee3d7a7f067c1eabc2d12,481
9aee080fa263e9c9a15773b9cafc3cc9fe46b6f1e57246bc4a5d527d5e1ad39c,296
703367227920df9668ef5920256c3aaa39e95a7d79f84c910c23606e8253ee03,-1
cb1396c32ddfda175e3feea0cbb9064adb858590af8a2a76b68af040b2937676,-1
b69eb3bd19d67a29c9592afd3b7534d005b396be4dbcd30c1dba715c057e496c,460
2e75c99779888775c1159647564d3826233ffa066989ac8f739b56f6adf186c9,-1
eed68bb5781f466c86f3b8eb4d571c0cba361dc454e80a78a07772208605bd3a,-1
8933d7ecca8139a128c5483a9b8ef99ca5868cdea1e0421e1a11bc02711b902f,481
31473b5a99d99a1a0e5d4421e51cde0f5cfbc35459c17ed96ecd0acb87b0a92d,-1
d964f3605fb163146f6cb0d4c282442d5d1002f974112822e7a77eccb7021e1c,293
952176ac5e6c1a2399ea94598519c62c85435c1ba11e8eee1fdeb114ab384248,-1
98c172979d4d475eb95485b8df202ba1f29666817570c52be104a8d724782bbf,130
34ed0a99ac9fcd062442812b87ad0fc1006fdc26f1971ebf7f5611266a33cb67,229
03c497ea7b54be9e678a93979d425508a1d9cc39a32b2264cf505c95fe490599,-1
52860602f41f5fcab696307e6b97fce61e34683e654e390bf598784de4a04c1b,-1
4259a0ade93de31e20f828d2eff0b35d2419075cea5176d8e5d4944113f38dc9,77
c98c0c3db8ce7d358d64cb2eaa6ac0aedf0815be0a1f6b25fc336ce7b5db8c9f,481
bfd3ef8f6d5a21c4b7762bf048fadead2fa5462698993d5482fb05f8d55a2a6e,200
456f7f3d736d0c4b319f5d37c43ac0538e4e11044c62bfdd68a92c6d6c0de1ef,240
c262a56a9d7a9406a126b113385da6af939867a32b614ff4bb27705815cc44d3,-1
f4f83d9900bd23c9929594becbd0e5328936078ab552499091d8272edc553d1b,-1
f08b348ede60abb21be981398723712c40df991a292e6785983429d5de4ba389,-1
6dc5c6f18f49227657864544e451f3d055d3a91e14fcc8b7ddb71b34a812c5d3,480
824644455a4a323a4ca561bac64b36bcefb380f15ce5dcf1b745b7e7f71ffec0,-1
24a88303fa3bea64009f08a3ad23e6dde1cf66dbac150fae796a8967f34914b3,389
2c19a889cdb1e9a28e3a676de7cedfcb62e7cd292df77407e3d27d405e9de575,249
4fb87859a805c245919b5b53c456a63a7139951472ed6486e3ebcdb3698d2496,-1
cb67d650e92784c63e192ed4836cbc0e69acf6fcdf25a5c463ba6d43391c5fbf,-1
fface6df3e5358f8d06f91f66718c41e5285a0dbfd34eeb9ae43628f10cfb8d4,-1
40bdc48e9940115b8082505b751dbcbaf0e3b006c47492d8eac19a5570d9e118,-1
c6f638c091b709ca40a6265cdddc4e07897c99c1025f73a6eb0f9664cb1e5826,-1
cc637a7030f425a32a264b375156e943c071e302fe3c73d8b95276377d3f2ffa,127
1effbee9ebbc6a9016007a0eca2d9b7b3eec6e8628f60370a2b8a13e1024b426,196
3e0a055f89708d50862db9913efa6d01e38053633062262c3551189055c1e85c,163
f51862d108e68f4ac14375563c5ae55daefa6bbc40871f7e5957e8638f7da200,-1
f7c43c92fbc5ca27255e8891f57c0351f2b8f9be47773acba378b793a4cc8262,-1
49ef15fdfa47ef3b19524359471900d8481cd2e40f85f1eb3c34cf5c536bfd97,-1
3506f48b9599c57eb8a6a4b6b563673df552cc934568dea827610c36567586f1,446
7c05f5eb7498db3a2277777faf47e2f7caa458f73ed178e2cc05031437ff3ed5,-1
7bc530eedea65dcbc25f97e84fcb98721c3f211ab74e38b201807d1ae10d8c9f,-1
4377c8f81123234b2e33cc1b0c0b60b0a77af4ca3367c93a2d13a0a16b881bad,231
339d12e8c251dc1abd97d214aee0e01705bedc00930a35245884738e260386bf,327
309efc5a3625bcf433ca73025618ed400d4fdf7a290cfb5ec5be8e9b8906a266,242
7a9b456bd4066ca734331fa37d19c0d0aa919a4daebd003e52ed4447487b1da9,-1
dcea38587b8ec2fa32e08f84eb1d5cab0cff3771fd56a4493802fffe0da03b3d,228
356bba1ddfed69944c746d56ed1726ac1451de72dd3fe921ed7ab581dc195c9c,-1
98e08efb9cd21db47c2d51e11ae079e25581ef59cd957ac17d64e51f42b19550,254
c3cf239e03d3e8131fe3ee968447365425a73b384cf900c72492c93fc07b26ac,380
d4c0f7029a5c0293c9b9a18b70235c26cdffd31cdf267510073cf0a2d84aaa45,194
67ca03910a41882d60a9337ff06befac8858b2e8d03c6e152d3ec5535e1fbdfb,422
5b061723275122c4f004161445e710655e2806d0d5b5e363f7ecc63d2de6ca23,481
c9aa464f2418c7b2f0cafb53587e9fa203b4d56cfe4697cc81ad8b9e852fa24c,-1
4d89ca2246b92928abf3c995bde31067dfd8266c60206400913668035a391be7,-1
345cd052d50f522dd285eff76b507d4354bf02ff82b651f481e4c2d9dfc912df,169
3570b82de4f8af310ac1dd87cf1817a42fa0c97e1f7d1c93766bf22f0b866916,481
898fa11273b24f0068f06d121275f83a1d702d767d8620b214b039a7e79f0a95,-1
38fd38df35a260207271d1298317ade008fa076e6e6e81e99177e285d88fec9f,-1
3008132b87567bfcd9b4039c87df2cf2885383b5f7cc32a52bf099636c999909,478
7d581c6f16989a0d9c0075c9ecff843f4ab1d92aa52b5d3ad74cbaa5b8f11538,-1
ede0b5bda83056a281eb30d55115ffe968d146b8a53038eb0e465197e09b660b,481
91be36a11399b4db96df536a740691ab62abde0def2461f09781893b8423f37d,427
dba5e82f947c4b0c25902e8b10d84787ba57baa394d193f442004ceaa6441fda,-1
5b298963f8753100eef0648c7651df8a1063eb5f2e6a6daeefd0e52508f9be57,481
3dba0f50d185657c34c665402f68df3e0f9ed2323da9697d6d248c2703f921cf,-1
d99c05b6558f07f5f481b395e728e37889ce8ded66a8dad3308586832347ced6,-1
f917a4bf9ca152a3e804d15a1a63524671afaa388c4cd80e73e52453d9840f7b,-1
7c0e083c6ecee54e86a19bbc2de9b869e5c7ddc1da30b51206656247e8897461,160
49474c09b210a09587448cf38c4fc38a7a568bd678d6199ac389444c5d4bf53c,178
87f6e052937d0e613889e6f9a54ae57e35336599964aa6835cf83c4bdcc49ea1,-1
43d4f62e45a82ccbfc52f4c0de7722abfa2bacabb55de1de674ced5788a0e81e,-1
9762c955d9867d19703bc4334a97e27c18dd0acd48b07617a565848f75900c71,-1
28972dbee0581ab67fd8faadd34017f18dc0987c5ac4b803d1270a3bdbd60472,-1
ae458726f002565da7faede709d9e2b277017ceeb2188054e606ab9690a92c89,191
d5ecaffd196e73d8e113c31df0761b37123f8dc784d42e8dcaeb174e2bf7eba3,-1
e0fad42b50ab17dc2b379dfb77ec8d417f0ab4a34f0842aa2cfc2443497ac99c,-1
e3094f1d5b8a8fc1b3f44b87377559506251687411fa76a4199cdba2abb5fb9a,256
d5d80a164fc6094bf44936d50a8110f529048f845f06f75848ddaa57241e5b94,-1
00d748af76674a931b316a4ecfd4a07d25b8a37b9375e2ca5a44bef4feaea130,-1
88eaf5a121e48eb1faefad3f0111e300f813be665e7b68b3e7f85a1c8b364cf7,-1
087c8deed65e3f5eaf017337b70fcae23fcf8b8e887f4b447c3b4e5d3df08756,364
d2d338ab83f609cfb8427e4ab530678265a04a4c0e0f1090b6fd534ec9751caa,109
6567b6b6b945c74f70b7e63cd4b83c6f564943f1eb1bb637181edfbd55e5f9d0,372
dc000fc125d0d6d7ed63c7a76df2091048c59a869558962c8eb041ebda650c96,-1
fdd05202946b657c73ea98194821e215b803d5a89a5d7db49b467c7162b83dd7,337
643dfc35982bd929c22548c3e91cf2b33bd37d3d02996ea0c68f0aa843dd27aa,178
b243ae8b2b9d68493226b2fd8107cb740c81c9877a7ca9e139897eaf89ad2337,-1
06fb9e46ad276042cc0facaabdfde009cdb097c790a2e9aaa54419dbd7fef22c,160
3b2379900be98615b4b14b51894ec4288b2eea8039bf21d3d58887021bee7cd2,-1
837b0b8c2bc3ecb1b843a1a47a671827a26bdedfb7a87df7f6ca579b7e6477d4,318
fd6d778081718decd35827a214f420e2bb0a2d80e0094f372cdf8306527e6877,447
0c3ecda93d93cda2b55e7fea94fa0b45752837cbf5d611777c5118dc349364d6,395
111e7f245db22be625e7dbb5755cc8ca58d98ffb57902ff5e0b1f0bb799f3b9f,-1
ba8d084f519f0588e277a838bfd8577dd45733bc9d9982e7874765d077641853,17
e6a95a9be84b76b3f92a1e9137660ad8207c6e644b79055ad493850432a132c7,-1
88b641c2c0f9d9364816ee7d3135726db72c61b6605db18bd8be0c995932c326,-1
813537c1afec4df4ac909a19decf9f07962f5346960d37467a04ac820d653b22,-1
948df886e29bc2e45083464228174b081e19cea03cdf763ab8004cef47c18098,-1
d435997af5f2ea26828b356aa851fe6544f3954595c8ea13a52a62e3fcb07447,-1
92a5732d4577031659f52516f77bc3ba6a1480dbec1a8cd911cd8a9eb958c81b,-1
3e068df83c93d0b841d91d8020c898b3b045af70bd3ee40d9bde8980e826eac9,218
84a7a96c76ce420f446a29c237c691e303f6a7fe97c9278a32599b37c1e62560,-1
b5c019df0b081bcbaf0bb81f9e63f90b54a9225397088582e7ca9f2701d0ac8d,119
b0b4b8bc6d9da9e8ef568abbdceb4259476aa4b8b8192c74188131249433d51c,-1
93b4989c1062b0b9e7a43f99302043440b45e6f47f0d525345029bf555359a27,-1
625bc6fb4456c61c63010e6986ec4d6cba2d32edb968c18b92cf7666cb268d9f,320
30bdae3dfb59407457b9fe0972dd5104c642febf3985a42ecd8541222c57ddb1,-1
934c45eeb9d398cfa2584b6a777492e76a75e6148ed63cfd6eda58b042e664b7,-1
50a75f707dffdfacdecbc9d2b4e1a9657bb41ec61aa83222e62a0d25e0582acb,-1
9e83ec437fe7ce2c86e11f198b852b37cc4f211388b5590292acc4f6302558cf,95
b230e7d0980c2b24d544d67c944831e668356f738be00f4b39af4daa0e70f3cf,-1
7bcbe89c9d31a8af57595410ad17031531858e52591d3c3b36236aed566e9910,-1
edf9d3f09a187f35538904264724687896c2290792eaf91405235ef4e4a7045c,-1
283fadbf23dbc51e2ea862f0e92aa87f53151cbbe6533b47a788023283b0e187,-1
9219695514d6afaf6366be07326b0e024e1d3836db245433212a1ff54e6dda9f,481
6e828064d1b3d417aba47738417f5c03f491bf2b6acdc834699b4aab75f70b05,159
84224e531e3373b87cb6c617efda3037c0ea316928611e650a0fa6da7932bdbd,123
25868ec18fe3122fa8a4a4d231bba1f8406a549e890701cc457a977980bd6b29,-1
9d6e42b682382da68256f127245dc9de3ba60771865c72cd3271260fd5962c06,118
32aa9766148dc4066d2242e088c6804f86464ef177ad901990577b230a9afbf8,-1
8528fc8228a9dd7b42b85188a7efe6571576ec2f733abe9d18b3a325d15b211c,69
6edb53a6062881656f3a4025e22ca38c5bb63a0c2dede88c8a01811f4f6a6c0e,148
4c4d532b901788c36d59ea2f435539d80eb95ac0c5bf90863ea2727716d889fa,-1
040cd1bfb2fe58b17d21d164e412cebd71b5df3ca4c856a806dec680d780f528,-1
d2038f409a708ca8ee6b83fe6d7fc01fc70f4ad719aaa3d6cf9a24fb3677f534,-1
e73f6050e70fe2523bd087f237e7a8f7e2fecce0b2417483c8fa20515d67237b,-1
dace1881ff25bb2f2b2b38a130f2227cf119d626b7cdc3ef798e476d62dfc6ac,472
3fa0aef40a9b532f5884fc845974d19989fe6517ea4b019f56521e2a21723d19,45
5b7efa7d14f6a8ac287dcc5a64e366b91831dd72c546dfe3f429309d5417dad7,-1
02eb694dbc7ce11d270da1ef5c158175bda0b2491063d698a2b4c2822b123533,-1
5ead0c6fa941eb895e9fe99ebef4e757f11f551347d0527547cb7d811a80b180,-1
fa51dcdd2ffb4944cdb573769097492331d611bbdc90024af68cfe21c918ac78,446
8c427255bf3c4105ed4e4010585f877334b447b0cd025b7e951925f5c333f7bf,-1
d5a3ba18780a51e5397247de9c825aca1ae4aefec71c35e1b942897c6ad16ed7,288
