node,structural_graphsage_cluster
0ce32bbabbc5502e15debcf8d534b4a236bb120d32aaf41bfe79153a593b298a,18
7876e748a92ec4de5bf5e845871c0331059ec01ba207963f37ffe252430dc1a0,0
e702dc3591db2abced72a2b1958590b11224965b52aa40f8c56df65b7a950bd9,0
0a4d4960859c17d8e7ba673b0402c253603c19a57a5d876a2aa87aaa9631ef5e,0
0bb1331ce88b2ee7349461056077b51b054d9691c3b139f4b300a9d033b64064,0
38114cd988beb8c061d0712eb2c148301e0cbe0d84b1862bb17e5f92efd7d64d,0
92dbdc5b31ace7e698b469783456f674e7dc4bfbbd4745f57b46476a74ec368c,0
9ce1e4a40685ec57d9fbd138765d38aca94d8f20fd4c520c255afc6ca8ca01a8,22
d37df3c15930e0d0cd4f1d85b359f27555e9e656660b42b060de999be824f1bb,0
c429eda27a905a3a9ae26380b6bee4557fef466dea5990cc2113014929db3dbc,-1
b5fb31b1752abf5ec7a48f92e389b8ccb171c241f902b6e15f7cc426d78cb592,0
ffc0a6cc10be58f9008613e0d260e489bfb6cfec84e669a43db4f097c16c7f80,0
b3ad9eb6e2356a30822c61f06f387ac49b5894685092b7ef003d1c77f848a363,22
9875bde7940c4a7bb7e69e015b07709429d2ccf007a084b80c1315ebea49eaf6,0
14f1524508c65e1c111cb55f3143bdd0e8e2b075c51e3dbb316384c5336758ef,0
493a576bda4a2beea768a48194ab2fc4f0e39cfc917a7a6c6524bbc3ebcc86d3,0
86e87c4cb3584b4da369c989977859d7204c99cd448c5ce113822b16373dfcc0,22
5f8abb826f0e1d16eb9375337fe7c3da539d1f9541652e35163b1a3bd428c3e5,22
14d8e7503cf79611427c716bede35e05e16f4d1ee7882816b609cd7e538eed29,0
b289d41ceea5f4270b350e40489ea16ef8117107bc785de650c1c3f1d0d2360f,22
b3a0f1048a61169cef539aed82a21b84e45a89c7a86abbd394a499a870dc83d6,0
fd3c48681a5491239014737b05cf6585f8488e340a7ca8f4da95d432fc79b640,0
33ecf21e2f2129de2e1a0cdb458f7d511c33f8c3d68076689fc7c0d3c7966558,0
5e09abaea297dc3b9b130cde82358274e6605a5cbd0f7a346752ca61680f28a1,0
fe84870ee3d65376b30a93137f1a6ea36fae9557ab80276383e61d3ce4d04fe3,0
ad672553867b9ed95b94c930d62de5e8c95858fe1c2992e811dca3c58a732d96,0
fcec8d9679ca2164cd9571f2b0029b1227f3f4f28386a8c33c81c07cc1fff00a,0
38ad95ac323c4da719081bbf2014b4911335ea18a5f9c8e4956631b111201f62,22
cd052920d3f171b906718927ae8e2b9ef5f91d3aa7ab06433c86dde8d3f4ac43,-1
e405c2d9ff544e5af1c049480cd4a258c20bdf5b3821b66fc5da09dc259efcb6,0
d9b73d7aa23d3e49d4bcabda575abfaa157ac112d77a9a23a0d418ef5171dacb,0
8106f60252aaef2cb40df29a71098786572680392b309702b8e1667b0f77577b,0
a1d62d0b28d8a51f1c6c7f2a6939c39f863563b06b43a6bbca78ab96be450ec9,0
31f0a90bc0d7a1c4cedd4957dc70f72bb4734ab288fe4aaff8dc994b2e2b7c20,0
60bb320d89e7f53e23f65d6b17c08390b82567615d77be09892de1a20849434b,0
a223bad6c608677ee8a4057d80d6bfedb40f3ac47aa12a3917d8dd1761449c09,0
95a3389299c925cf0a0ee078c97ecf106d8d62369cd431daca836c336a107148,0
40b4abbca859f964ae0e22350f7c3b3ebf7f110d6f5f7e52b01a4ff50e2d87d0,22
afc1f9e208584dcfccd0c9d031739538d23ff5ea3a6687e13902967baa73077f,22
6d0c141f10166a7ce970da47c5d5b6d6575acd4fc3759846dd3c430cdcb07f75,0
0414de7a8059ca9eaedcec4999d56b34f4e710ea53d0b13fbd6fdcc8a0b0590f,22
62fcbd76ae2624f6dbd1a85d734147bc6dcb22dc454038ef8b0bfd1943527b5d,0
8c9e8da81b99d953ecb99f6e3e6a580a6ba7fdf82e2cae68ebd0ca9cf2743f5a,0
0f27a6b4feaed8aa13d90362306f58c7c31402affc0462a570b96fafdbc76d59,0
1269dbfe4cc677b85f5af715721a401990ce49f14caccf42a8b9e47b058e899e,0
5118c9ba78d528ef932ee23818c36f2d5e462027f156a1134777c19de09eaf96,0
9b66bf4b359514344897005446e943dee8218914436b90baad07047c5c75186c,0
92f184dcd8fb3a87a8293c60b6d9359641df0976c4e7e036474ab68c3ab7428f,0
eace4687c5d0e572ac4bbc44dc43f9c3a98285aa8265da8d5ca93c0afcbe5c20,1
25145c98923539ce91a9a74db8951dd5dc0bdd789170738cb2435bf999f77aa1,22
01303d0bcdd2881ab71fa56aad78e7e882ff95b0f7344ae5cbda4a0d87453ff6,22
25fb92a3c69011aa94992c29c06a5af458ce5ff27f9e935f74fae125492afe11,0
92dba755dc31893b530c6691128f6acd47fcb12d9a405d625ebae3efb45df56b,0
78a40e7752690b28781b27ca96de58652d196454c3aff278b876efe4e9b96942,14
c9587cbfbb437618c41e4f79ee2a2b4d7342d352f14c6ca6c83aa8ddf43b9f33,0
b81e315cbd9c171da9f594f2947538748ccc3e25ba32f36d5507bc525cd3185d,0
26acb0c252504fadfcb4b50e187f20d02e10c2e88704052a3c9e1826c38e0314,22
8d94b220a176606e713b6d61b44c041249954f93d365d5c874c67db1f4ffac42,0
efdf7518cf4585e2b310723d009f82e05570eeabb38000c5302a5c147a2afc28,0
207f332bc2c48eea2a68a565d5a7d02b440205d88fd287db76b5198f13a40717,0
b1408806309ce60d0c4d881e1d3ef77c940e597e82f902b5f9a0580e5784a19b,0
2e53a65a73743ea8f4455e38df562aea73e1cb62f1e38ec5c3f3818f0db03f76,0
e41e73a05a0b3a9e5d64a52a59e7959fd6b6056f37a85355b55511252b85f722,0
52b8563a1f0cced8e481831041fc728f461347ab6ac52642b4bb74822d4b6b33,0
4e0efc95005352e1550d126fd20be3317f1951a9261804682e9c88a2cd06610a,0
e1e40ad228278f7e043b080b40ec6b6557433bbca8a2280b6c00df93f53329fa,0
8d8b5b344ecf22980b6c58c070e809ebf2470124d48dfebfb97415ea4e6b7ec9,0
c5263c42a761963595552c28ee1eb8f0214c5331c11d7438bca93b50c8709fbb,0
030b3adf923c5a0e0f87fa6447eea9ccf1e90ea9909f13ff03d89ab28ea1df9b,0
a21fe85f7eb19d88405e54bc2a08c25e68480f3e91e0f4660e9a88ed8c08de37,0
f417ef1eafa7775db929d3b81b112a41ff2c890e14d0ebb4a096e2db5a5344e0,0
aae8d4c395a040fd1fc327f93626fd01b7f14fa6febb214fb3c2f48b3cf4f5d3,0
a456c5c3bf4e52edae25da5e00d17567c7f7ee3bd9f693f85865b9ed8d5677d6,0
1129eb7c71c3d39c3fdb4aa7342064c8313dcf4a39203a2dbcbbf1888f959824,0
689015a2771b20fb17ce49948137342b48db7165fe8701e5978cd26a574590a9,0
0df70c1804ccb1cd71d5b32a2ea0c32c900586c8c2eab3fbdc5d7be2ff4dec1f,0
15676664ed7a67aef3ca0a72764b1997afc85436e1af9ef11b87ab45245b7ab3,0
60f76b9d7278f4982712d7e64eb1ec505b388c718c0f9490c20ff99007a7e4a4,0
5f7fcdc6718aeb166e618e8fe4aabf17e2b46f862631593773f3a1324e670dfa,22
5896276634044fa09fe9b678e44251b6fa9a9148f8696257b9823543895ff682,0
a1bebc45702137a86cfa227f1bc339bfe4b08820c541cf1dd083b8978e0d3de1,0
5a43faa4ef56d32c375dbb4596bde93a6d2003d9541b2f54930fe7c1686bf603,0
e2232a4cbabc6c1d2b4318d5f91c98556c4e18564431edee86693aef825f9344,0
be4280e0c5072e6658796fa235fe3947c8d619aed3597c3397e4ab11d015d268,0
f4e68cb6355be5ab11991375b1e0e79f51ee8a009c13fcda3d1be355465611f9,0
a1f2b8bec135d953eb29307ffe3a042fd894d367455180adff552c4ef470dc24,0
c81c37287c1762e6ab4cf391752884fddc10fda236cfcc23ad428948b9ee5210,0
d316176bd07363869fd792a377365593681d9818b5707554da8ededd8b4a26b3,0
ee119aa81eb0febc77dd1618d24bb4cf84bfe1ca9a6824d5161018e9994b797a,0
8b532105613ea3764f106438f07e68768b1e4f252db5797d29222755b4605463,22
6d128cc48eca795eabc43d39d4ffe059b22ccdf9f394986b448deb78424c29f4,0
ca53dde3a4f22ccab5e27c15fc00ba44e35ac7e719131f1170dd2835af5944f5,0
469e1e278f4f35daf4eb307dae0a39b6cc4bcce197e56ad0273b3ef70707eb9d,0
524ef121a2819877b7abee994daa62b730f3a5b9be0e2f26e814378a904b0790,0
344d070f89bba37b7e026dd20dccc3f2a8be0cce4f6e9671ec601218fd8dcb16,22
0aa897b53aa15f6574883f91a63ae65949075f8fa2b927419fa1cff73d6539c1,0
abb92ef81e0e0a8199b865614b8bcb340787a82a327bbe647d22cdf88354deba,0
fb72b49e720a5b51705ec5161f30d637f3bdfe4db6a1a1ccff59225b5aa602d8,22
7f1c7fb6c6f0bf9ba1c8cbdf370930f3f3261d6b1107a5d6549cfd3cb051acf2,0
0f01bf1eb341e2599527bf89c2e98631b0c50ebb86155facd0562e1ca414ab41,0
7ebbac7e8534783fcae5c4f80d607da68bf637b4800e2293dd9fe64672de25cc,0
3fb3929b057342451357e463ecb83960134e64b8fcd5ee44e83f25a5db6a945c,0
02e3d42a6fc5f1c83ea712ac0dacf8a1bd777d00972656eeda64e1e556c1fd26,0
a25a66acd8bec3a9f38d6bd8a5b21b8cf7e0e513d4d4b8ee4371dada7422211b,0
849f4a68bc9460ef1a783774359aaffbc2bcac97ee64b32f0c0e5705557ffd8c,22
a49da54afac9f3a9126fa681fa3fd9cedc8f3049b2e5223f815b93d3910a826a,0
8abf68a45066be82d19746cda75612f67d2e485f278ff904f04f3402491536b7,0
6a1474107d124b76ee4d594ac11e56e36c352435c9e57d0541c2ead8713bc4de,22
38146a5e0b149a93495dc79f7bcab6a676292992750b342895f2e36c228fc564,0
7c7e2e4277bf2e519c98418fb0685c9e3aa38aa73e1cbe3e75f70213d5f7f64e,0
c5e543b95a38e8f75fa0b44b6e0df04b168d9ea3cce86a36048ab7c10fd5ee17,0
8d10c55e80d1a224bdd7f7acc93e718aa5f1c6671b1bdde992987d8d6ac8bc8b,0
50fd1a061256be91b2f96b74554eceae2e16c5fc06120e2846cd7b7ef39e1dbe,0
46b29a34eaeb60211b8f5879258943b587eaa9999f7dee3bb4e9dfa6ba9c0901,0
6e02bfe3ef13b6b03d69c12856a18f116e109a2db156efaa13993a7932bf7133,0
2514ff2b7c4c20a97ce8880ef96d649560db261a1b42da64054abcd54ca8058b,0
7ef69d2ac1eec60246705a3840e17255db32e57c5559149a96a1ac2a0be6cdab,0
c55de6b74b80d26d7042f2e426225a09448652b920e9cc15ff0771c6c596e303,0
8dcc33ab68449765db58319b30ac8d17f584e9a1d0d9598564e274bdbd903cd6,0
80967e6e58048d90b5627e0530e3d15b323f5c513376daf056e5ff3cc4bdb7ca,0
93b01e5aa4ceb028f03ba0dd059402e3f63e1780e01f4ea6a3a47a25ce49df1f,22
f15de672bcaeaa2a0cad80ed387698d0b249d56f195bfbfec43d8ee3b23da34a,0
b1c6502167ddf9a924e303a7752f0c7cd862b6c4e3d00e8bfe87d4ec4f10fa86,0
002c3bd17178e6978e11bef484ad8c64b9a14b490f249a29c7cdf3daec8048f8,0
6df4708a180866812f78bb9aff8c92fd38f4444e4fa4ec5746bc990630dc7df3,0
49946ba2d99bae6fe79aa7dfc07381dc26e5001d1f78630f7f677a68c33a3d3b,0
f2c9df4af69a45dfb5931a79ad6e83cb288d207f5d61c131457c2ae74c3338e4,0
56a78b076de2b13f0af6222681c1b2696b8268bccbef4a2fc6e31ee4c3735956,22
ce375ce31703f5c105e9e9bbc399a78cb0c7859b2446bfbf1c748f5aeea9f020,0
17e065062b6b3b9210d4fe75a8b7a9a9ca1cb5fb6169696d3a7c6188a0edcead,0
cec80eaf394feccd8dcf633b0a237626d16973cc27ba2a95c4dbf39ad409b644,0
51ec4c9ceb90104a34ab1a336a0bb90f2978e7c8bcc32349caf82d9e70238e23,0
611459fd2b890fb36082b55a78f3a3f675a6e3dd7c6fc11afd6d824db2e453c9,0
b8818478007affb699290bdf678b64be538da88a5dc5c2ae4a0b0db6a18e49ac,0
6b2647b9d6856e1375b63f3ff36a3caef5cca2236df9903106ad84cfad318ce1,0
06bb41830713f0e373697cd20a600ce62f98ae2a012cbfa937f0144de77788d6,0
fee918fad8f4e4b40de2470a9e170579fb837733ac5a938f62809ab319d00e2b,0
78971512ee7d8b1391efa478e8bc363ed1a275a0bc7008de7f7b6f2802c27b7f,0
2d870f0090ba4e14231195df172b080ce47a1bfa620455422d813853a76024d8,0
33252c6f82a9b2a1e68811a090335dd7e5011b48e88f7aea849ccbd021636f10,0
52ace4077ef8ecb2582f0d8be843375abe84632a73de1510f08ec44a4062a572,0
d302e953c108be1e0d9bdd84ee8c30c8008569981b9bb325e1c24c4fab086813,0
de919737dbd28f575f645b3a3e42bd88b3f28318cb21abb9c4200b478b11def3,0
543a9f19e9d0aa2af999c89fe2e4031b48b7d664de3e246a712d8a34716c3da6,0
8542ec1becabe14ff5efab942de84501340228c58033039232feda78f70df44f,0
bac4bd980dbee9168618c9e9f43a39c84fcfd5a7e044b76cd22bbc257daca964,0
ab7281ae904395fff5b5979e21420a6a9743388e0954dd1e5496e10b7b297691,0
7d0636602df71a31ddb9dd65e56f021613c95b5a3ff1321f5447d7c1ec78b429,0
dda5175a6745dee8d3a119105cae3f59312c385d1723db901ea2656a4f41345a,0
bb9dcfb6540d894d5bf930bd2c6eff17eba20acec9ddda237b11dcf416429a82,22
df3aaac6709b88ccd4cd8000d44188f5d240d712632fcc389767420e33c515b7,0
47cdb22f340fd957e3ed3fa846d968e0d2b636898e5a1639654e96c5c4818b83,0
91c30a716f94d9cfb849b581578f2cb3fcecabd0228bcaf6d6278da2194bc9bb,0
a14c3021e747e5d8e5e14f8dfd8ede2033191dee209de3ba8fbabbf07f4267a2,22
8511f103a43b9b390dfd39efbdf669cf61304253f1f80e56e8784b2423f74110,0
18ec153f712f3f6648a38f8bd7343c53448f47a5d25fa0b272bcd25782d6e9c9,0
6bf09489d5c790e64d3ed5dc5aa42f3e8e5325b7757b46265eaddda3a9e23e33,18
2087f7a250571fcee56e962b8d8c1e7a0b51ebd9fc531e3532360668cc928938,0
a68b3492252b96caff80f955140099ee35228d304eb8d333831a96bb74e01917,0
14179422acbc0f6acfd400a0f4173fd43e6feac1415f86afc0f030c533722e31,22
25ada148a50226ab684eabd33fcbd3921f841017a7dfcdca03d21e6b0807ef4c,0
a185e46d78e1579b0eeb2170bacb4f71d1d38b6b8151840c933015804593475b,0
0751f66001532ad61f607ddb7b70269a4716e6fb04d448ecb217bb88dbf4edca,0
c25ce26051254b064f97ca54ee7c65606f5d2879ea14912c13f0cd9523534276,0
9be6b0e5770288859b3b066efbd62ac9faf50a9def9eabb956b3f11aa298c215,0
6f0236c630cbd9f2c09bea5c5dfe13a2b6d4f9cb72418616c9461de171172785,0
81cc8ef0f5f5ea37f19d861b03aae7c6b54c127c4c77a9ec3bf5491c66d3bffe,0
b588cde8fbd24fd3fc3da9e3de2db09bc937c6ffc52185e1a581faf66a5ee114,0
332c4af90bf56ccc5ffb756ac2e40aa984d1bc3a83c1511b0c746ef65f9d1e23,0
c3cf239e03d3e8131fe3ee968447365425a73b384cf900c72492c93fc07b26ac,0
71f9fca9b992ffc0c5ccc911d7aac204e7ace293e1d3ab02b9829fa360caadc1,22
067477f3a37f7006c0ff574d8b7d6757210cf282001a33b87e4a3754394f2172,0
d4d323ce681337322d7de6d4b265c4833454e62e5a18688b18ec638ef2a875ec,0
7e3890fb2989fe021514a5c588bf7904a8b6b7d4c48baa2bf22e63177dd77883,0
3c263931ca842775cc770025225a44f76a4a53395e823f7ecd8194e6ceb60ade,0
24eaf3f710f7c01f1398ae7fe064c4765725455a4c4d47eeb94d35c77762b27d,0
bd4893e4891474612e23796ebe79e45fb4aeab49c9bbfa978cbf9b7cd2e5cfb6,0
15eeeb100ecf83e6ffb15c8ff0a31c49c8d5f18dcea3c3d642ff3e820ff1b4c2,0
2a5de0a48e568829fa3af9e951dc46d493a6992c84b14b5acc86eff802295f56,0
fe735f09ed53eb39c1ec45f136aa59daafa6ef872bf052bbb1ec965ab1175dbf,0
9bae40a03bdc9574fbfc4e828e3a70a965bc30775080c7b7e55a8f103da786b8,0
372670bdc2ea7a0b37f5bc8da01e9db6f5347680d0f8c4d5c120ac2c59c69c33,21
69282b6de94dc29ce488d1ea2a67aa2fedf3e74e45ea37d3ca1f707abaeaae40,22
1af41ee855e5681c874fc3907557589712914585e80a9a70f8904a95d85be62c,0
9a31aaf5bf591fca284ae90e4f5ddf240bbbbfcc87776ac440bfd6c281d8d16c,0
50c7f0ee27a0f748f40e3a52df4c8c01b498511777173ca5ceadac8f9eb5acc2,0
77882414a63297aa3bce13231c31e70899f9ccae316579faabec477cb64c62f9,0
54cdc266c097e82678c62a785f228b3b399b1e4408d86e5666c0ce1c68d1392a,22
7ad416acefe0c9572443743bfd664663e5b2a9ad4b15c35994a7bb94c71d284f,0
7214a0afce3081c8a134f51a691712684434861db8405b336625503f43fb747e,0
522303f8be626274f1e61af7139e8358d7279b13b9c48a45a443a80e15610549,0
61203ebb0c305e4daf6502bd5fc1ee26f30f5ae5447afb3b244ab71c77a1f666,26
8c9a8353a758e35b4b17861a3995266d2c7265af150b524d24ce6223752dfe47,0
2fdc62a2f0c57e8f014998425949c0f40b71e7cba1443ffeaeaedcb9179f0d35,0
a68485c96a771e9d88297a6c2ea1a3320e7da5e2916c9d2dad1fc4c8013b65b0,0
ea9a63638de0aabd16b77615ee1de23678d655aac5c55dd990223be5bc7d6234,0
6674673a31b02fe51dbcaf84ac410fa532364694980d1e01001279b16e12d424,0
836e5e0af62b38eda1899c61c03f474ac9d55b273d2ba62c397483564991d790,22
aca9eb2f69e1d4205070738838abbfbf17a14997e17971d0e9ed9ed2a835d6b6,1
6d4e1477ef07347f6fb6654d4a41bbc639b44c569d6cb89b104fcd061ff26e6c,0
7b51613ded94bb582d21e743d25563671675367cff88f8e0c7504a71b7cb1d9d,0
701e0cf641d3d631762301e95515e520e327099270d30472ffbf4f54981d7b21,0
c52c62d017fdc78b5c2645c631c1d0077a5a190d2d4814952b8810870d3b91d0,0
969c7271be9f413cb31662434c071df3b8eeffbf443972035cf9df91d5d1e7b9,0
aa09192ec16054977915e116afa4ef405ee6ad1b5242120602d92d0db31a2a11,0
8ff541cf729bf2afca5ced77340608a434835de6be4d56e3a7807547eec14fd8,22
eedb0cb90f0b030b84d03312161ea7e20a0271e45ecf849eb615918c9c5955b4,22
bd51260a18b3c3aaae56dad7f426a9d58d60fcf64bfdd7d7514f7ebd0a6b14f8,0
e9b88f975f661bc8f6f1fbe908aac167ae6e89649b21d48620d6eea49f327d9b,29
171dc38c7f439635924f4fc1244d5e1b9bd3cf8204f0366f87636aebac35d96f,22
3c569b8bd5e6f60ffe357c3c97963f73495230672ad1138ff08f410b27b645d7,0
39907a6347d436de1080c7f11f2c3ac8259dcd48226e61388f2fc8ea6de86508,0
757fa95bd3ff7df1cc47fe08f8d3c5bcd3e7a524d9e9ff011317d1052f578f37,0
7b62be22c9f4508be042e68e2b0636df83aadc41662200bc5a9a20671ecb4b21,0
ccb36dc687b7c46b2530acf988f582c8c92c7561a511d4b0901bc3edcce1adb8,0
f5f6a81b707b50766d05d344f167bbcd1b45a555d6ebe6019713b5d25ac22896,0
4de5ffcc63f90f1afe69f1256ddb08cd50691b87211d46e88e4fccc1c177caba,0
f7cc6f22281aac9437bb78145d3b0b83ddf2ed35f4796786031e1f3383a41223,0
d365447aad5b85a1e2bd85703f5f724748fccb1ee56f5ebbe84e6cf1e00834e3,0
866abafdafa97b5ef1ab62934092556598a068595925368d4fb7d0b20edc6b3a,0
a9fc1f710cbf43404dd9c294984a62dbe736ba93d1247cea96db44001bef6a7a,0
bbfbf8d613fd6fbb403867751cbce30d29bccc5e76dea3031f60758bbf268121,0
ee37d309a257d51ef6da82722177f7c92b0e3da38b736e43ce1c4e6ee1b5f50c,0
e33ff726c4784812638f9fa352da308c7a1411251f11c009ef819b9769e12b15,0
1db8690c21302669a7c1134491d90f585018449ab9a4db305927619b76c75b61,0
bad239abc386fb0cd266f3ccaba0c79497d2c7d5c192b280b3d35c3591e092a6,0
b1933816083a6c345027abea2eabea6b0e334616182e70a0db883325962171cb,0
190feca35b011c15d7eab4e11baf4680aecc0ba83ea601815c2f3e8f76e8be3d,0
7b894e950e4ee8e377b60644437c6c19e2593e28df1ec82da63da491c6749be8,0
54bde30f89cdb4ddeffc76b1cdcf920335d103cd23582b2b8070ea2d2f317285,0
6effc3ae29ce5806ee0597e43f9c0584264cc30b9bec15c1197b57de24b53a84,0
e5d22642d808abeb9758265c39a452c917a1bf11ac51b780c869969e62ad5e5b,0
75297faaa41b304b491282eed008f2c1f18a41cf0b03b57f494fb3974aa72123,18
24acd3e063f6ea7b295f861725739d464bd2512f7d7bebbdbba655d8c753d9d8,0
777952809a5e3e081de53a399c387367dbaf157b97ab05146c5f063709ae4442,0
aebc4818619a31b64d88e18f9002f2f5e33b3e1a58e7265fab6332bd65ca6be5,0
14351a0769830a84f319236c0915029c50bbd007e5b6d6665854cddb0051b7a6,22
d98c063846cf50a8610fcbde4d42c6555115d9508118571bf457a8ce29a284ae,0
666542eb4f932f3f38a745f08a9bbcb4b026305b8540ac910ac2470ed0db6be3,0
b21ad3294757596520ae999a6497e43ddebe7351f90d96cf6090997323c8fce7,0
b01e57ba60da5ffed0ab275016f89347935cf1b0ba489269ce24fe10a3e15250,3
e7e284fc1ad65526d07759c986fbb962ba9bb906ec8f1699ae1a5351bb39d694,0
aacd540dfa405c67b2747f3e363ebe10fc0f1611c2bb9d25607d3b94a4f3eca6,22
2ecd5bae902b55fc3b2bfe83b6d9772fdf9b059c987d8109c32ea0fc1e5d5d84,0
4142123a486b8d872d038c53aff829a891abf6cfa72776118a55bb8daae3556b,0
f62d7e2555f8eef809443b06b091476660a7b2b962708088291415951c9d55c4,22
8cca5c882d64e5799b67c347f701e7b3cd55b0c995fff60ab04c809aa2a1ce6d,29
5d7865d9c721e94e400e2e42b66ff417a61d917a7f30584fb9edf77f80dad012,22
e13f46ca07b6c3b91742bf9112f3f9b8d4c3ec351fdd925519de51e45724c84b,22
e75b0546c6ba7490dae05afdeaceef636d280a1c3d1ce05877d535b85ed5f184,0
5d6a55dd6767528100ae527342e0c52dd00142214967090021dd641d91ee3e2e,0
0252c226af6da8d84c137b3425952afe8a249e18ba2affaff4731af61edcb592,0
edea6cff9e4c063b044e6c85c7b2d147007871925557eac597cfb28b7cd77a1d,0
3bd6617dd3693f9da9500b745be57cd1e21363e47a8e309ac60b24f86964b929,0
0ec52a1cc9d797e4cb2f66c32ab8fde580c595aa2446d143e91dfbd31431c05c,0
758aaf7f6cda81959774a4caad2ac85dc832404d106ff48b0d49851e861ddaea,0
283c80f009e2faa45713856e15eeb197e78518783339ea7f49b42077f9709b28,0
249a8ef2159beb51b2c7bfd8191f9cea471ffadcbcc1cbcc39a48c78195af089,22
b3694366efccdfde26858fc3b86e06834101ecdf9174fd9082bc6f8102a88223,0
c248ee38fd8080f27235eb9f0718678a4f79bbb373242b510f40cddbeb30d850,22
18bfbe953f94ced7aaa0b47a15839fcd5b7e3242172266c619c60931cdec1d92,0
386298bcbe2f376b9ca95ca941c3279d961a9190b087f648b1b353644249f98a,0
0df2eaa043f2f118b549862dd66369f7b7ac92507707f1d288953539a1bb5c7c,22
54ee512a87758021206e572608dd487f3080baaadfed7045e744f0295c0b6a0a,0
4c3b36267b7f18452a58c13ddda3e1903f5813acfbdb62d0dda7454a97b68adc,0
9b5cf84454f193c4d2d2cd15cfd833808f17b40b29063bc68ac3c6dc84d7731d,0
57b8a19a663d3de113da0acb59403e0d8ee1b201f92d8d085fd799856ad08f80,0
e318bada173513147b637240806e6abc4c093a405b2bcd4fd6c5bd7e57625ed1,0
023a57d08b6184c879d3ad8249c141dbff94fe7069c37bd58ff258df7e28746a,0
f58cb2a79cf39b7dc7a1fc5e2ad685a7cfdfc89b261e6631337ed595129ce5db,0
8df12d0867569890b3c0f1612ada6ca57f6df8b10945e38a3094497b1859c039,0
ac6843efcf474f733705f57b9aa6687333d4b0929e957f39003809e83bc1e97a,0
607b10312b07c9d9014174869d02f312099a102ea34e049ac8527dacb6038ce8,14
37dfd4fd3df8aa16c65b7772654124a837943fd8289b8ea18632171c4d205e5d,0
5244a0565fc053689c1025c79a30b777ddb40a02b1da461189bfdc08a120c00d,0
55affc0f8450af07a7f5d286243fdac96e7a75fce6c681cc9cc2a52184823ac4,0
5eac51144ccf47f5c18bb51d08c985dd333ce31ffd28de6317d49d913015d12c,0
3dd26b9dff9e0f3eb9b7c416f061d496c04c37d915dda3152435801b53ba59e6,0
6acc71f6ded24f1a4af625cf52aff03e11cf039d8a72c6c806fc8527a47e2377,0
b33263dc7926be2e9c6985c7b41d44df92cd7debfcda8dcf3fb8b36e8787aa62,0
