node,louvain_cluster
cbd19316ae3347a684829d463642015639425cec9369a68f47db8f148fa48338,178
bddcc6c0aa67e55241ffe9ee36b04f4abe38f6f458af9ae61fc44240c1dc990e,174
777c7eb40f10d5719e5e702427824f9f0238db95d5f725b631774089b7ab3540,34
688008867786954aabb27f78358efad8a21459f36246a3342e32c1d1529280f4,35
5630c7cd9cad40f8c8a3379b2efd0eb9036c17a130e5d2ec576ea49cb0c3b850,4
cc78ab19fb82b3526415f71c32fe31fdccbfd40f1ea48bd08a6017ebe3194e75,26
e9d7a8668f3b6e861e52fff364b15e04f3f7401c79d3c4c73213ac7914ca818e,36
712a30c21a421627700a6dcc441055fa1aa42960c97b9336f2a3dec3cd12dae2,37
139e6c01febb6ef48edabe751bc0242809622fef481a0de13b2cf6a53b57f882,38
165444114f99eb0b33f1965887d28ec3509bceb37a5d9e35083948633176af9a,135
93b47a8a55ce165c6a93cc715ce25d550e1e7db4b2656c9b5209886c19e1fa00,21
d67a134814bdc8be58aaedc4cf5a0a6f8f5d4519aaa7786a732de5dc625df45f,10
211c5d79d6238a98504453ad4c00f30938a7ff9e9a8166d4d40654d232666891,14
2ce633c4f11a911446e073921d68277da39b671f866f6c5bc55ab5d3ed7108e6,10
12b8931beadeca69f303c20cf1701423b12926bc625ae9c3897bb02d5522f402,40
8972748f2ab78492856795089a62d7f417ba998a908e2303c9eeee208717f7a5,188
391b3255c636d31b848ca78ab32ef6f18aa5ef09d76e1d6724a1485b6836b09d,42
14ba4b096bbf7c45c856679df5b78fd790fa1f8c1e84df1746803c8dd31dcc60,174
27a18e2aa34e94982e443de1209a5f939761ddfc79124db70642fa6db8a77d28,43
3d26802373147594d0171ef494aa7870869e219fd49355edee5e177de05b364b,44
9c40bfa624cd29c740164b4daab945f026c7ca44451c492aa0a3d54b1b64158a,45
89c736699eb37f71d767e549ff14be44d63f8f29127b1d50031d499d4757319a,8
d84cd625d09c97781462b8df487eb1b8d863688b48b1242fe1426ee884cdaa62,46
b86e50038ed103a52c41227035e3bcc0b3478015172a21b657b6300b302e9392,47
5ca3a166ca0986a83b32f0c864acfd4f00c224618ccf516e37735bbc716a8c21,3
d295b5e7136ef412b501c34a3b4fe683c1bb3a9dc0ae528aec53f91f5e1eb549,30
0530f8b1624bbe2508475fc660f9f51698acbf05dc6477dd3e13e56cf830918a,11
05e2d06fc8b60201dd0370b8deb358dea28a3c2b7fa300ee400b46d8fc357193,21
5c1b24eecb410cc8278b651a56f72f126ea7997738324d29a355cce5e3ab23ac,45
e19eb5cdf927982ca65746719ef100fc891d435c4041f8285230a89f84c8eeaf,14
83749553898e710f0c6ddbec31bec436a3d4f0c07b4d65d0dc3f12ec1b582328,49
aedd5473b8563cfa6c4373ec7dab98fd4160e0799c60f98f77b854f546045e79,42
3233525107028d4b0978903f25fccd92407324019c90eb8263161ac7e4bd0929,7
bbb905fa03169b75da3bf9aeaa58ae11b0a9eabc2bf0c65b0592eb070f7a486c,50
68a156c80d8bb2c8714d553b88b0cb7d3c7df2daab712aa5bc0b83344b4657ef,12
5cc3138535631a5ce48a568ad29c0a00ec935e878577bb4cb2a287962b10566e,51
1c8a51e1fe50d008424a7754229832c005bed3f5902925cffd2b7a0864c899d9,52
30fff1db1d85c6b38b521218285fdf1c45afeba8e2197afdf4a37c1b18c5a049,35
b904446b6cd2c5ac64600b2475e62ccc021388c359ceeef92ef9319efd2bfba9,134
1ca7ba13d9b524a2274b2dd9705cf12c49697ba9bd8987ff7073ed3625987372,54
c155f7f5e8b098abf864deb457797bf89777777e50e7286c689f1b5ebf32ebe3,55
0754dd63f9c4bc43e0613fb7a2a0d2317ebfefcec41beaebd5a3270763d9a510,56
eb28e0929fe13a9b89e239c77686b923e1d022517ff9f48b9e75e6ad43f24b09,45
29e6b14473498fa666371cca55db3b1dfd81499c05400ccedffa1f0aa2ee6896,57
004a280a78ae44fa05bc27023f8bf12206f46b002ea96fc8daccc3349466342e,20
e333a9028e4d2c53e3b729d63a54d034059ea1bd1f912381570c505bfb1283fe,46
09b44c52e2ca5df296340074f4e0319c2a83fd5006676941fd75fab69976a77e,45
c56853ad55b3d5dd9c83903afdc9eea41901c3722b3bfa1c6baf065b7822cb2a,35
d24d0df1c5b127b5eb84d36b8fdad49fa3b25d5e4e8a9c5e6933e3f9033e16d0,58
2f05460419db60682973953b61ee84320d079d3cbc13e33156e053629cb138f5,28
c7918e21f96412dda00b814d032d3eb82e1c89c5f0aeef62f94188124983e30f,26
a5ebff2fb41ee99a51600ec1df49487db8bf73f94f68bc24e9ef0212df7bba41,35
416389f075d21177ef19ec6a84a2dbab2079cca5000a801da38b11f2a912786f,5
755f96a0265f5e51558e75657a2891511607eb7d50650b305e8de11bdd570d1b,115
6c3e917e06a15409921155ac08c0933cb8c5c6151a2020d9fd329bb0de029fdb,20
32b9b0c833ec418571ad0fd45d5fc7c91b62f18cb90c057ef6a815d4b5d25792,54
20eea6470a6eda974890aa2826a287a19bf944c7198ef89d0e0b2c298ce95986,60
d76b72aa44eb35aef04f3788f24c019f17fd4c0749bfc0d9f1f004ce9c2d1517,24
b186a478726693005a78ad613d92365383b966dbdccda1897818d2719a12815f,61
97e12998689ad752c4c90f084a0be0f225801c805ad27f717751bd620a3a301c,21
f4194c6fec948e69f2c6a9940bc2a212165c617e579307d0bdc2d35d9371b1ab,174
950874e5baf6144edfd368a81b0840592d314266cc48f4deabf2f4567778cf30,35
d5d170487971d7d4f8b659a1fcafe037017ca619e0d0f960687338b0a6d2f076,47
df47dd2036d016fd8e7a1cb194fbd489d6f9a7051f5042b8b1d2975c5678fe74,0
57b70d1d0229898ff612fa7dc3ae1efb42357e3d5db3807fb7d9a967b3fc4a39,62
6670462162341b11d4758915d1f1dbc9b5f55e76a3b1f57fd508353e23784001,31
9db72ddbba12f39764352e76a90217251a0cfe8cd3c2caf306b9e96b906c7a35,28
26d14cde37d545e93267aff45c4eb590142aacfcc937bf6546a50de73e560d51,49
a75e7bb13e3c59859418ba6b0e7a207ab35fbb8a1a4875acbd05efa9b2fb3a19,51
1c7a4c5f86ec997db5c1a63ecffcf8c416b907d80b14cd492e4183f32aa027e9,64
9a41125cf9a3486185cbf41910446b158e7ec11e90b61f7b861e053359ac8f91,65
f3c55dba3fc4ddb6d8595fbf3398fc8cf5580fe01142be33e4d04b1f20fd5011,38
e8aca47f11ef461631b98f4a4bbeb6731e0ea6b243c1676dbfa7fba5f9965369,8
360cfbed82d4230e1f6174ce2ecbe275f5c77a10983be436ec142d19619c9a7a,8
5a3a24eb72797ce00eb591ecbb58134f93b3c9ba23ee99e49f14db4c5415a6e6,174
cb7f142ffc770e379fcfb1fe44bbd0347c277b127643af3e0f483f55a26d69a3,27
8681806f6e00f4de45acc2704825fe18b2fe27c529d4bbc54d5214bde7c608fe,28
9a7444951d69ba1bf88e2d98150bd3348fd347edb2a8594fe29b1221e2bf66dd,61
3c296378afdfcc8419e44ecd31f260a16716922a642312d96189095d86f5a5fa,60
bbe269ee2c65588c85f7763387ef86404a178c08c166578db9b8d21edf6f7c44,66
0845138f72e6f06e4995d176f4bcf8c82a81b89e7945c1f94f57d111338f941e,67
05e9962da6f25f343a5b1d2585205a80341af6ac1a3b3b257b0155410f2f1e88,22
6fd75603cab9d5c42d938a6bacc5f097ed00464be8230701b14b4d2ec8756825,31
3f610481f267e9fa2a9e52809fc7036f9262e98155e2158186f7f8de0ee5e2a2,68
231894da2458c863b9389201fe20ab9fbe9c1c30f0c6fabd8be2927f0f78a658,51
d0a156349a9048fdb772f280fc5401639fc9758d8acef3b0c276908779e27c81,64
580b0272bb3787ca6dd28a7efcdd0609c547858efeaf3ef03ad61a10102cdb56,69
b2586ae74be339937f7290b83cdb28011e653c6b19e6a6ac6dd33c89fa6ee36b,67
118155589c25e87e9870245e9878089d52e9bf34944d95fd9718a304bc1ee647,26
921084bf94466c85282abe97816cdbd22597f3130f816e0e9a11f70e16a9f13b,70
9149301f1fd4cd76eb655af684ce1e35d7bddd48197b7c8c468bf853eb78d06c,71
d4d6f36018cf66dc91ccb4d525532618b3bbcfad85e12007f714488d8667c918,188
c2b162d12b56e76e3a0727e076f18ce8e1b5167cb76db1226d14546b5b66829c,0
b29f7e2aec69900922c97dcdffe54fa83fbff902e969858f7dea0d4360b99edc,37
a7438bb94f168d3c2b27202e9d825d30f16e0f11ca090d0c7b2ff770b3c70a83,72
cefdf14a3e99d2cdccdd0a60dc2efecf988f765c493116515300a1058bb16cf2,25
a08edc1a36a1f0bd670a60af3edb4d39d4b817680a294c00ef7bd5a50793bbc1,35
aab980fed6bfeb7483529fabaa4e0e6d73d51e26a83aea86a8a21c54ba131b13,51
47dfbe990f65edd53e25549763ae851ffd51498a2d32c67c191c8af9b96bd7d2,13
cb680720aba094711f42f24d61f18af13e0e0805d60aa6b5a0f7d7df35211dfc,73
e76d179b6c480dcd2b786a17bea4ffcc095401b43bb7a84bb648c1d1d9b8fbf0,61
e820b38121a12ca2144a6975b821690ff6b9a3059de73a45936206f41c922bcf,35
67250a88f6f94a5359e37ce7bd75f77d4181b8012908c6ccb8ffeb7bdd484c3b,13
1db88e578abe133a5292f9148e5989ea702379c776fbaffdc4ee6acefe9d85de,74
875b1a41eb4d50702bfe690e9cff5eb79c62b6b224c1f1083263076c5b5ea000,17
48ad5b813c16ebe3bf1053996fe94184cbd88275b62a75c80258889b48b5ae9b,115
c62215d4dd8d59de7f80f671ed5d83186da1f294a08380d32b34e770b704bc01,144
4526b25ae0220f8dc893eb9e9176785dc2d1de38dd3bcc39e574d2f7157a618f,76
79fc9c490acd5d03aa79a039b45db2dacbb05edca97787a4ef76f96a1553031b,39
280d87d7f7b9e79dae63a69d6cd32a9700c9c949a0f631377ab4bb46b8c15d2f,11
a2f08145e612f77ea4535ad539f39f9620f934a5cb2cef5183b648188a038331,78
e3abdb5bfa18ec29e8f557f74b8863f29f60afca80c3f4e45b71f5d4bf5b5830,27
9afa1300d31da21ec8b96746719c380e737c9c59043f3ca6b5e28e839d643320,115
0806a89bbb3d30399b231d374925b621a1d1b6435c4ce1972cb927230451238c,174
aacedd9687b8a4e9f2a318f09014357b1126f2fb76a89315f5fb88c34078c930,24
89474418bd8b8f6b69156c34183c1445ed4b3ab349c5b3cab2a39f99ea31950c,79
f81db5ce03b8b404dbbddd1700d8ff883ff69a85bedc6bc28e7fa1968df78186,35
ded9cfa80707a5ece3c9f350de2a1cd111b4b9f0546ef64c08a6f80e7884ff87,35
4803a5790f977505c7d65fe832adee572fa67c60fd6d90d8c9ee0f76e8e624b3,10
9fe514e299d428146dbb4c65e7a715e798943b6ddf710fee26d261af0d0da52a,80
6d605e1b24ce6e6681d03859eb242c80ddf9433896561c79bfb9bb3a142715bb,69
ba1d98b161f460271448b91db7f16a61a12c277d681a1f11367fdd2083f544ad,81
603d6bb95736895558e7e7022bb7cc16f9a5cb03a36567a3f5a7ecd4631ed572,13
b747f7c92b9fb75b9e6dcaa5b6a972d77e8f1a32e3da3b840172fc32a40cb266,82
0e3085266217d140a55a2d7433cbf00755bfb059dd4e3f97e9a587e5812e990c,26
94830f6dbab94dd9af21991bff59110e2246362dc856e7e8e72ac9674252d482,14
01c20fda3b0b0b81c8fe8511a8c111d340035b84f42edcc0ddcc451ad7de2628,178
c7958c32995c6185577f774497c0b74f0d5ac4e0d0ddcb9e72883e5d34f77e05,83
58b5d0a43ae2441e69f6ab8038241e8cf30ff519929b152709daf7f2f4885075,178
724b2183bc62d9ffbf323fbc8aa1059971349f9b80f7d1c339967200769d197e,49
0b3cc574f2898d36120df72c762902ffc11e1a0d941d9a9da78a0ca7e752bf63,10
1b769499ee25b3ae4935f111de8a8f3883c60be004c6e384f9bc7ae41c94bbbb,156
5d81c2636b65348071ce5056fd460c4fd057dd4c7ff11e342ecd23ba6ea61479,31
7359e363d954fc5ad237676bd1a6e3a8c87a0ed7fabf5c1d8a538d847e306a24,85
94760185502740c604effd39d863c965e263faa7e69b78653c3137d17635cdca,17
dbe9cf230102b715bdbeb1442d10e5c9f5dbad4d90da1ef6f66d2f87f6b5af1a,12
ae6b71c99db6d610fa34012fdd69c6dc0e61f2de6c57fa053dd8e0de6a601bf1,30
19ea09b0e581b6ac8fdf291a391079c5e09e1bff404089d72ce8c0fa29f3ce17,35
0e9a4897b52edca6a88a7fe050f4a5e85c6630e663640d0647f7a61b3a6ba110,12
e6cfbcd50b66841e9862f03fac0843d23258d60a8e07c7b73e44e6a6d9f6fccd,56
fb872444b658f478654d987deb41f62b32397b2d6203b0ef937b86debf87f4a0,30
f21d93adffeaaa8c4dbd2a7a031c8e4644f9f5e9db3e2660bfc1c0c408491e20,174
0bd060b0b3c412d8cab58887368059668be97ddc12dbb2f2341aaddb8ff8c6d3,49
d3bb6051c05cc9ffa04818a8770925e6972c0ceb80ceb0c8e801d2ba5fe53616,51
9d8af1ddfcf7c85922a25f7007d3afda6e6bb77c0697cc055cdac178fab2430e,35
d6ba8fd29b36b9bc03832dd43785fa6f790a45515a22d9764cd249153b86ba86,10
26a166c924ea6b383df89ea0939c6bf8e392003af50cb031f9c98285d918eb8d,11
04773b4a7cff842b0adccac08f048ae66450f5474ab1b6f1c1363d9a79d1ecdd,14
0a2dc662b6a860debca78929da409b911ab9a4847673f41acbeb905b47e209c8,30
49609a53afa69080626834bcf0b34792762204867ca3c3586e434c9008da1ba5,1
def8e853eb682c71d812bd242a33390ad38c1944530d2ab6ee8ccf95e7bf7952,30
fb29cab9d021fbfcf59280ea23dbd8e730e6c209f733df90b79355e94f508cd2,0
329d27a9dce02dbe0c5f2ff9e079f036c101be2ed53111882d0549ca361347f4,56
80425227602d5790f4a84946dff19ea5b3098f314239163df5ca24e20872a15f,51
946cdd5ad47aa7aac503ace8eec54af87453a5108c7cd1ac53311dcd87951b2f,58
eedfa73d190c6ecea7198aacc3feeaa6df24d9334bc28a0b30ca04aff37e328d,56
615b99fc4a0521a849b27ccb04bdf4ab445ff560eaa73ee66df63be2104b6fdc,86
02496d22d8e39b709d2dd6d0290ca5913dba9e7a1ca177185913c5d200232c71,87
4b92adb20e18b7f3c3f2dfe95901e28c5ecbf4c14e9fbcf7b388f7cd651986c6,28
9d74619e4ea543cd54c51a1562258e1ca9f06a2c0e790fceec75f91d8b7316ad,52
4c42543621c7a1a31c9a1b75d0a3cb2f8ca9296efdacb55537ae69e77184c5a1,73
b230e7d0980c2b24d544d67c944831e668356f738be00f4b39af4daa0e70f3cf,89
4084a3004efead9b4a88eaba5702fdd1c7da2905593064aa2784fae6833b7313,38
7733d8907ffd86fcc4e604a6b20b280b2daffb07b280b425ac77b7a23f0b41c7,39
1b7827ff41de3189a6bbcba56a3e9473dd5b192b2490014b6ef6f57973092bda,20
e0afc0ff32411e055d4d6fb4c862e996824678c902f856af9d5c780b9a484828,2
095669f283ba7d0fb14dbdde791563c41dd8c8155738aa4ae1333d50ed8e4a94,14
2660decd480fb92aa8bdd240a802678568a8babaf1f4717817fa1cfe71ca5680,27
61e5c829d329635709642340d651e3edc805bbd5d38f9eb9eb2c819bf9670fdd,82
f0419217e92cadade2e59a44d926ef118985f93a85e760edfc3106146a78c5f1,26
746dff8ade6c4041b5b41f84a1f00b6278134016d3bc813dd0803b0edfb29a33,22
02293a2fb9c9309db51eb69d4d4e57709aedb8126763f07551eb478f30bcf3b2,30
c0968c6f4be399395e03b3b7c6d6cbe105c86caf476d469ada202fe6d9c62153,14
0ac01265b6381cd2e52f7bff7f304c238c85cdcbf4f2e1e385e819c29660984b,116
3c6a1e6828f1099afb9d494e4a14172b89dd5712b38e985f46f9af6dbc4e7c08,67
7f4577b95af698a50fbcde3c05c46394af59a4a570dc4782b6446835f611c08b,30
e94059c1656cb0816f8ffbb7ee5b8a472744845de861aee3576eb2e68066ec59,51
ea854623860132a39ef036c4ba4e2d1b105188e21032bb0df4c8abc1f1150cd9,22
9e46d0b306f5b1a1307cc502551b8fed822bacb5a0375205f6d49d89d0eb37ce,90
64c8863911e1eda5632644a4fea729f08e5f1241dd1e3206f05ee1f325d9049f,0
408a3f076807ca9211ba7e86dd3a557132ba74624b01b7b01fb309afef2b3af3,91
3839352bc6ff3b005370d8631b4e0d15cb9e72268c3deeb85fd15d48e158e82a,69
ec7a78db9ab47ad94b3127448afaa5b2a6d8201050b663a1c3360f9a74d97f49,35
b141f87d0efc4a24f631aae6504ff77939f703f658c7f42da15534356b0fdd09,42
e34acf91d4ad315f186592817019efa3981bc9e10721269fe6d8d0ff4d125b20,2
636834647c20ca15d5e8289146b8f1acd2e1fd167ef0cca42a14b5ab7b22b60a,81
2d1677b6b0c11f75f5ab5a10666dd766b01b1521ac340af60d55670fe5b1af4d,24
b5d83855a66c0af085a7fd3587e049897ddbd45d3f36aad5d5895df79598bde7,13
66f5e559084a7b28bb4a07e7eee504d5a5d7b8c88eb3dfe31623c6400b21ee42,8
adf73e082adad62fb835b51a94a7f1b0253fa4490198b3bdf4509242e59ab875,8
fadb5f79c8f22649b9251ba938c15f90f29e8346d1e55a8ae327d43d6385364f,51
cb33f7930b8985f52674fd49fcf1a7032568a2f83a90de365c502eb6fa861a33,37
8e54eaefcb517136c0346df61c831dc211dd6af015692fc81f2f5c98e8e898b2,92
e35a70bbd497bd75b063c2fab394de5879aa0839924bdefa978adabbaa9dbcd6,174
9232390ee5b8d9998fa146f36099a823f0a401d634f35915cd4e4dc33be9cf7e,8
c2ad1b743b0cb31e79aac0b8626c58d57765b858093210f4b5356451973bd382,21
3e647bc4e92126a0764a41dfff60ba4c900a30f8826f0b20e9dc1ec044e14fbc,93
77d465bf46c41bf15ff22a09252b2f293e17b4134b7b48e77c6ed39ece50bacf,34
c451c9439d7afab42cdf2f37af9cee1788e9d46c4b2fa494d7bce4cae7f38de2,35
8516c05575220102e2bc47c8ce0cc89bd80882bfee44d2c603b8990df023bcd2,8
016249b412ab3902d096b079ea99213805aa287e23268c45715ea26592efa4f1,22
6e4efe07cb509ed5a60f33ff96e459d4c1ae89f291710b16b1d9a1b050efb3bf,31
ae8870138970da5721605ef048dc2b256b97e367bcbf63ac5ca81b443c91d280,94
3669003991c76c185ecb549ce1e354b8c121f6ac6d6b2bebf062ea5408a1281f,49
0b403dc3477b60d3b2c724a282cf1393b0a0cc56bcf5777a077fe5c49f9395da,8
a76c4255cdd2bc2da2bf1060bb12b136de889081e5ba9542d66cfa47184b3d8a,8
f1b0ae7c1a094321e112c24c1c2f6d0b32096e5f7c8ecba66746ca7f3218f4e2,56
36e4909db2374df315395eca45ae54e89490865e3b2b50a4373be8bfff5a96f2,21
49e53580c727d252575d19d8186d1c64bf3f3e4323a65f8dcd736cf5a9af8a48,14
a7648f1830effdf0e2536e2aa064ca38b2295a4380ba1a5b4d318f842f8ba2d0,91
8abf3246642ab6ebcf5233d706f520b1aecd61d9b919e32d934fa58e8348aac6,70
965669abfee1e23b9b14ca2ed5431b9a5dd14ed82d78974670c7d7799b4916ec,95
1c9ec6a30103686a9f602816a25f8f2b9071dec0a32d583b3bc4ed26d063f5c7,174
8faf770f5bd4fa1d65626befaab89cf1d68b5c5138055e57165febde995c1ae6,27
3eb6f345d9d64748b88e2adbee231147c76676d5182646d36224ae9b80d78e8c,10
20e6339ee6d376619c2fec0eaace1c8a48fa26eafee22bfef27b0cabeafa7900,35
c32b603344d76dc0d32108e7d6e67f1d0dfa24e5cbf01c7d816b0e6b751f9215,70
a80e1037417a8389769a9e736dec29fd90d12905d7a59b5b47d994a33871ba56,47
3f909bf53ca46d8131747467b1af5710a61f254a8ee938c12e63b901803ab298,11
2bc35565fbbb1ccef68c3990419571c51291f35075261fac6f440bf2260e54da,92
13b7a7f17a9ed81743462d1b3c09b4d9a7588eedfbc3592f7b63e28ce88160de,96
6e08b32b5c1e03ba17c7cbbcfbc1efa8f9da2b44b955289e5c2827179adadbfd,6
d207e8ef8fec70b1ac65cbf6b7e63d49247558822cd1482fbec5b68f2dc92506,72
68bd03ecdf7bcaf5819e8ab5ea77690e4d911c4798f1f1a026e814016ed02726,14
16e401129fc943a8c5cc4dc9e4067cdd53adfc8201da44bf1aebdadaff42fdda,21
0e807e8326d20507f18a7088890c6ccc13087b0551f77d357e1bf126c161e878,83
a42e38e4a98bcac61ba9289a24d53e95d5370509758305286cfa19a3e0ccc9d7,84
a504dd2a0e689dea1a20f4e92115bc4269654de0622445fea91b22fb3e4d5012,38
d3e406343a0e93a34926580388a1f72b67bed9f9b043fcc6806358506482bc48,174
27b202ecb30e8a0d7c19de8314152c4eed4e2402749ed2c0b5c609ae766c8d66,97
ba5f956fa1c20dfd7007eca75efb3aa48d3ff6909c9c22b41efcbabd062aad43,98
40b0f15fef3896ea0fb14c5cb09d088fb17bbfaf9aa1918a571010e2cab48437,5
a8351c33f67b9d5d55ae53320b0955919e9f2898c66da6c9bd32bfae78e7296e,56
a21ec97d93693bb851528a18697dc96a4d8b4ef0bf7689c51509b003bfed2fde,36
a36baa17c8682a8f2e7d435e715f65af6650300ab99b1be1cfbb27f83b96ad6a,99
0c44dd4cc1b8682ace6b901e397592b3c41e42c3dc0215775dbbfb72e5b5a0f8,56
3240d63e66ea183ee0b003161dfe7867933bb7d149a8a71577570d3235f5a462,78
016082d92ec83791700c25e6352a2ddd1414121333418bea1110b2246f02a76e,100
f204cb5e9dd181fbfb231813ac91222fd7e5a0420338d10421004ef927a9b975,38
b24272bf43d5959ee4be3cbd196a89dc540aecab7c63e0cd3ff04ce98d4e5332,40
2cc4283deda6e6558ede8ddf67d0110362e4f8defe428f9dfccff46e68498dbe,8
e55f7fc29e910bb6dd2253d081f5620c749ee911df0001ba5ff427efa4bf04be,101
1ee074d86a8cbcef5bbf9b014f0358d6d8a417b2e8679f3b20f3460402438164,56
d5c2bcda8056f6cad15c8300b6f7dd4151a23a3b88d89341fde66a6935cf91d9,102
e1688a6e93bcd9d53453c5635ee00e49a088bc7ecddffa95a09ccc7b76aa9f23,103
6db92c12b2775901fe7188e6beca016cba705c0b1782c7a327a9624e92f090a3,45
83c9a4e8acd95956fc4179ccb6e229e0e7c45b1072283d1e8f102303fa902acb,27
05758cc7726150be72ada85119fe400979dac4e04bb7630bbafa2a1f16cbe426,95
fd8c3b66d09e2b9b0292fb218a613bb33b0aa6b6640f49c04eec4cbbfc23d83c,104
f2d97ac20ec84524a093ff157da33e1c4f47f86fe93ba7fc85a2d844029f5fed,105
df6317553cbe7f213f1b78516c2ad2565cb958881dd358cdc3904e69cfc998ef,28
4a5e5e792a1b1eb538ea47255754abc1471cb16bc7b91e043899d9ddc86fe47b,8
d96b60184c82239009a8805b46d2aa92292a8effe9888ee5a5d9e7757d39d3ee,90
ed235ead6970d29533fd871cce5fb297b0caf9efbdf2a45e68bf408d2bfc9c0b,67
0e117f9ab26a4c510ef297b3267299ca4df3b8c719fd8e645b8eb44ac29a069b,2
bb2ea2b33509f8c25f6b8462c685e7ede1b2c2af2185ff30bb2c31f87b8a2d61,79
aa60d132339c5bbb0e915335882634b97a65da5d17073adc16c99b7ed65d569a,106
04a49cfd9d3413f76e9fc323616df4aeb1b9bf4b51011eebc8998334d2d8fa71,35
1f68e80d422efac45794f4907d3ef2df3015b1c5e09fe9deb3d9e46053f63750,35
30befa2466470536c726942224ee0e72c52640bfba211250aec9ca904dbf077f,69
ef0dbdb60b7b51598bc0440d2c570a33940f7412137f0f4f269e1fbbd416a18f,4
cf691476f3c9f7eee63c79f8386fcba8da7352b238774d7fd5045567b064c157,0
718aaafd56a965d9aa7b1592cd85a97897313ec1ca5a724e4c46294c706912e7,174
