node,louvain_cluster
0a2b260d3d59ec4d442187564d96a59b5a212e1bbaed8b64e2b33ab1ec0d6eb2,42
6db5951d8b14845fa0ec2d1b4e76cbb19ac18346e588be9f7deb5a8f3cd27776,42
6946e2adf8ec51a0b0569ce78a7fbbdc08d9d0ce1665c54b88170a8e39a0fb11,43
a7edd482ba6c78e30e95f8dd4637ab535b72d814aaaad8956b62259da327df6b,157
9c90dfac4365b62aaf8a2520e66c258a017e48d15f3c04c87ec0683dbd14fd43,39
7da420c5089128a13b142f7f5879a71208a1f8902af58b6add8cc480069436d0,42
8c9ef51b5107ff8168ecc95194f99025ce644f71957f0f9d9c90d296efc91171,45
6bd94b6b8e948902732835b22743ec1c2fefe309e7e5beaa0e0a9e46c43de999,20
b23972703633ca504073a9ca2b493436df69275479803096a7e4709679dfcc5d,25
6d7cd38494dad340c296cd8ef582b545a8d968b456d76429b97f8fa3b1a6a250,46
877292f14e42626d348dcb9f8d178c505831da919feaaed6be4ca9a08602784f,40
49fbbd30550dd4707f5391cdb6bdae15e5efa827289fb02d9ba89fa00ac6468f,77
a987f3823e7721a18bc1eae8fed74a233b215ae102b4c099685877d306c52fa0,48
c898478574ebb9954844125b1fa3e9847de844c53dbdfa63abe4bde8c58f5c28,49
63ee590e66031f1a52567b56b5c456de1a335f70fb35ef021bfa931f322b9eb5,42
3d26802373147594d0171ef494aa7870869e219fd49355edee5e177de05b364b,35
67994f844ebc230d4a6ae37717a8c867834b7e6a889950184bd0bc7d7fc5920c,17
eb854a6f2bb591ae82085f9147a96178a17ef0eb4b3e1af28e407ab67b5e4e67,29
86235ff2686bad6aceae3db488501ea8f99df4582ecacee74e11c462a6f26f7f,50
e1c01aa6b2d7c1fd2727c48afc58af5e1a82fbae2dc38fa444bf8f26580814b3,51
a85136f29bd816784a48ba95ce961b21b6db7d9488c07d1da30e8097defd8874,11
8635d53041180ae14ec4464ba0940429b51dbeb6ad5fee11c5f12efffa467b9d,52
8aaa25e81dc04fddfb779055ff50ca09d479dce868dc0e106493ca6aabfa68d5,53
cd3e1ce97ac6fc39566e6532029b879607d4c3bbb5ed5b400edac88eaec477dd,25
661669ef755763f66e1a65c0db84807361ff27fd40d71cf9bc42b96bc00118a1,16
cf3b8c34ed4028f51c5d3c72fe1b35e643c05676e35e0bf3ae5d2e49989bfa1f,54
2cb3cb5188c9e7ad1e44c7f4d96d6f633bb2d233978cb0d8fb71f6a26a2dda8c,55
c41f3e25b16bcc06eb22e4209c4d2bc928ec4106eb31d3b8700b54d15c64bbd7,16
53cae902eaf01abd890cc9fd22f72b388c7b2b4bcc61024f094b3b95f660c71b,56
655afa0f55542cc7d3c321f6d8fa6bb95f7a34ca53d04843eb0cfd667da8c471,91
71427f3560078895913fee0bb5bcd692d8b4656848e618b6dd7d56c0b719163c,57
950d174ef86f7b53484fa9ae74ddce961ae8677bdc3846ee0b5b8d8d5834825c,58
040b5f68b603bcbf906f2f0882a4d6a2587777792aae5c9c08bc51ac633131c8,8
193ba50e1241ae9daf200f92ff986a22cf5254a19dfc836fedf9963ca2376b3b,52
364c793108d6ea2555edf1645248eed7e95b4999662fe23acc5f951176773050,16
0839d99fc8410d44c603904b32dc5064826e65efc74fe1ec29f703aca2bac86b,59
7f95522c1d3f54dac08670224db69440471769e9998482a4ad8a38ba29e758cd,77
240a672c9503d075ec8df1e682ae0bcfb13bef5cb709447aabece1c1353529b0,76
21939373bbc0112d1981b3c48f89470cddffcae3065e385313c79de1a3d23e65,61
04ca54e1586ff56da842f4ccc02227952d5c1c085f4684b75fe5f81a9f9c16dd,59
3f5f0ffab5115e0ef83c02b11e569da92a40f3a53d63fa350f29d4e5facc9bdb,12
43756c5871fb08e23dbe7f4884b4e10304efb27c0d69f6c2457e16afeb49847c,25
e434442cb2fafcaf8bf0c87413c80f60283ba738740cc09e85a4ab052146f4d2,62
c1950691310a275b23edc8ce48e9fa7322a9559cd2464e615a8b38d5bd80243e,9
7a4efa5f799f3c9d3bb1aef0b44770aa06a1a59d347069f1e487d0d54cfb19b5,8
6765f6bf5de7f45626f7ca12014a0a9cab234c797456aadffa87ad62d8304ca5,91
d2600747142683b60946c09ade780c205f31c42db2860a9e2a209e4c53eea244,85
17345046cab62833f05336902f64838894ffee46b86d15cb0ffdb8c36a1ac26a,65
62637cd58bbff3caf12684a4ca325fe86306c2c6caadd487fa8d2dc081ac6179,12
5d6b89be6465c4ab9a8e871a649edada0e22e774646df3b17fc86e409ee53443,124
136b7deb245a2b221530d5efbe3c36070a70004632f60b376442c16321a1235e,55
2dc75ab5cbdb02bcd5db4fdf3f574d24295fbf86657aa66deaf8fb83e4049dd7,8
d546ef9d8435ae3ff73a85fb3811580f03d9607116dc6fe28422f35d04ca7586,29
12ed5e28ec8ee9360f6a2f50ca5392d81c0fd8b03cce613b9b3b0662283a8b3b,9
e6aeb873c9956095a06081af5267ec8a8f7aff3396580f39268bdf7eec044497,8
eb2e431403f7705cab86fd4e8189e9a5fba77ef143c10d54ab01e3bb8ab9dffd,67
ea7378de5beee1112b83bad4c395305b378f20f87f770b4efbf5a059d9228ac2,68
e4e93deab9cad90862e7c5e749da91dcfc877e26fc814f7dab1887b373454ec3,69
07180ccff46b9a351e2f964fd4350ef00f4a926878a9c66ce9d7971599a8c942,70
84ae9e91dcb0dabb2b838920327bab51394785e33e63b55d898accd7c32d7c1c,9
a12835e2a68158996588d081dcf7803591c4da20704807b6881d7b431ecb9e24,33
d4713988239f273e45bce345f87a1f04e6f893da2a4fa3b63e007d53048890cb,4
ea0ff26facfa63f760f64db6c91746e279896f0101a20dd745fba1934607c528,34
4c331832067302b537130f6facbf7dfc69cfbce747823b218fa3808742782b1c,71
24cedde71cb130d0167ad6033e6fe0e2cbede5457f2335556a3b5052c26ee7c1,5
0d1ce93f10c47430e5ceb39fc8de2f236a4108f722ee38e44bb9b9096c1116ac,8
9e9911ebfa1adb7f3351b1fc4e2d2c66ad22db1b5aa58e0caf80cb2a2ae9cb66,72
52e48ab87c657bd894a0ed30619e8489d46dc81079b23bbcc37bbadfd99cae94,22
76743b6d6c5bf000905c6d6fbb4d87dfb215582a4beafc3e88da55d2950d8b1a,42
42e4b96868cddb8a48b8be1f8b3c56332db4542f0f619ad7e573f169e5106885,4
a3ab5911de5d27c1921a8b1ee1ed67e38f9dfaef1f8fd8ef85adcab29b7ceede,8
fc29d65a0e01446c225a9fdd35b4ce5cd89bb21f638b9de2c6953d10825179d7,55
281bd23eca1747b7859706d7b39c283d8e539384e6276133c6e305f5efd93b1c,73
9da1f34d70deedce974bee9672008ca51ca3b75c21e5331cb7160d39a3269417,29
44e52cc4e571b0d7d7ad1b51c4075e5be41231a1c05f54473a3d82dc28753e69,85
118fd82a207a3a5f445e4408494883aaadb1e2b77e741ab011b9731b771c2c09,20
ea22e8b3acb79e0dfa84ed29dec266366ca579485f28c4a4d535f4131135d9e8,74
2b552daa859b5727860d59ced486716cf32279cb488e808cdb17cdd6f4b169ed,29
11a4de58d0fefb3d971f7d9818014cecdc1fa7b38f0daaea13a880211be344b6,20
ecd33e671322b981b8e981a8f70b89bfc17853876a363b18f197c99bf5e8540f,13
87b2737fc039a56c2074a0b0111c266a79e8e68f548f07af9f3fcdd254cdfb22,148
a1e7008f4f34a327e5f988a8378e3b3b0b807094c4d8bc00ccae95e54637d4db,8
d95bb6a1b093d37dc13c935ac3a0bbbcfe4c4ad2ea5290db072dd95f63fd90ad,14
a4caa0079a6b28d0fdd2446cf5ced8956eaf55af42db945fa62173c41684d019,106
0b0e0b1a5185aada8be70da986fa46e343eaf116628772c6240f76343f249943,85
f7ba633c96e0c39d693a49e73203bbf8020f325bbcff89c60a7c925e8432e2d9,59
2701d377072068f67b23ae8719438dc406b79f3390b9c4762326f9de49136541,45
c20cc811bb9c56207762cb734d4733d1e5670d2dc4a9f1ccebb15d720da1f4ae,184
ca48801df5ae108b04ddcb7db10cde8d0d3103ee7ba612d7edda891050d52ec4,3
79302336cb8d51c731b811d3f48b201cf6d0535aa0becf64eaa62b1f937f0544,56
a9be9cc14b7ac0186a03e1f19beab2ff2e0d34417c55fc6aa6758b723616a4c6,91
aa9a8e2be060187d7448b0801c67cb59a622f649741a964f0ec670f521968ee1,3
a30313f3e2458d8bfbb8e57edad937fbe6687b5b35ba83cbddd10c9921668250,29
14148ec00a83e21aa9b7b485d044df85f9b92760ad0074665702f860615701d6,16
a0ea84a6df61117d5983ec2744496efc873baf4fc92a7d3b34fda9a3a5593f01,93
48d0e50773ffb5a572974dbf3e5bc24015304ad2fb15fb2fd4695312ec6ceaa8,13
47ce4441b73f418927171193df9c3ab05deb26d3b18f1eac75f7a23f5cbd7f8b,1
58db5bf58710a57514bfcc716ac5015f7b1433387b9a25b428bd135020b726db,8
a759fabfe6e4f626fc4111e1cabafb9a269c72b98c58d58b5ba8985a99e561a2,59
b35365b15aeaf1d5fd4e5a344ba8dc0c53364456baa1396b346b29f3f941ef65,14
e67161da169c126390a71e010fe99576aacc394e1031f04eb21fc97e348a6ea0,78
054b127e918eeea1dd68a22a2d46f972e96650ee2d6fa88b35aad79733eba550,45
dd25c4e05eb9a0d5bfb711f148419868d2ffe5e7f7b3f4abcbf697003d807a50,52
c821d0dd309f081d61ba7ce34cb9e7039214b2e08a6ab2f28706e7fc6edf5460,79
c42097122b313d1fe184e461b034e87437ca44b72f14e82ad01fdd1fbb786878,20
3823313013214ba682cad2f34badc867246ef0e3b0952cff68d23dc812e5d9d3,35
5f65a481e4cdafca17c162ea7b2ec3c462f85fce82d92589146acfc5217b42b6,50
bb592f09a7728c6800bb9c8c0051fd41e3707f2da1497b74e8607f8151871e39,1
90b461a3751fa25b3649cc2cfc12e3cdb4ef0fbaf21663f311209acb4b8db1dc,17
4f63ed469d5f22795cac5b059f88b62391718c2f1631f785252a63235fe56156,37
267e58b37e365f998d0b5c9994d36de48bdcf3bcb96edd8e12dc7baa3530630c,91
5fb7bbb341d560558fd55e78c6a0747d2305fcaaf50378d2204144585a14bdcb,3
648f36e7d82cf6c709d738c76bd19366f510dfdb5e88a0811d06bf30a3403ba7,69
5a4959c0295218ee48e3c08ca06bad1c0f86fb99ba873ac0b9ad66b4d387352f,59
2ec94d527dd54c71e09006451f0534c400bae751954a504c0c66a8637eb26c1f,32
d338c3612dc5bfeb06e5a19cac9afb7792febed5394d004f21e7eebc8e715d9c,73
31d4bc96bb444da5ca4ea9542f3dcf00ebec173391543eef2c0cb708494d2aed,104
8c8ec8c88a28e46273200aed67c8196d0aa5c26b78fecfebb04934d006dcb13e,29
f81ced1ee8a9f03b6b982c1c0207b00f43fc4435815a5945cb900cba0d5eccd1,16
6f4645682ba0a327e3a83c08ce1e45498baa228aad7bf73373085c2b8fbc6e17,20
8491d3e025052c8ca892255b51cb49ddac2ced8cda9b7b561b2b94cf934ea1ee,4
ce85fac9db6543bf88c0b80063534f62f9627bd2ec9ce9097f36c18f83b8ea75,48
09325fb7a0af03ede97e345faa18febd8cee56e08bfbe36976e1d5dea73f704a,14
5f9c690cdee567e7bf3bd8e1b192a427b0efefd0ed0ce9bf5833af810b4a20e5,72
87630a67b919fb0008a044b62f8eae80588ace8963378203f57c422b61fdb0ee,185
c6affe398660697a50f8f227ddc1c682de636e7d76ffcd442d04a26e707ea15c,82
27c8ff035631704630b2786e9262ccba69c52b9652458eca5b095080d2e880c1,35
e23ca50a33b9e0df95b7c4c12412cd1c6fcfd22fc9a727132052903616a1aadd,83
bc51b1f1a7097e6cea7e73c24128a954ba85b3682e8292b63b94a04802fc77e2,48
50dfa028241d96b603ee40b77cf4621fa6644c795075d464546c9edbb0db1311,184
0b9ee08dfdcbaad6d69e77845fbd59657bcfde1456556ce3f6d04bd0182b0c56,74
ddcbc4251a8bc28203abc95aee1bfb894df10c71f6cd39e77467e793774a8920,184
de5cc147a231c9208561934bd8d5dd4393704002905f142ac18522ce19a3fc61,34
2c61e5eb465c6573c11fca6c4a7d0d2dc130942b2f189260270cca8ad174e6d8,55
d6f6d81e77db72c6f4611d2d6a4f81cd3f5ac3a2df5eb0b8ad8ee4a2f8d7abfc,91
94662e3459fd909a180445253400a1bee8cfc8643cd8ff648817eec3da85253d,16
918fc3b2e3b92518ef714f73759be66ee3643ca906a3f2e2f3fb5adbb9a6295c,14
585e44d3d131c10daa4f1bb6e54c98b82145b956fed1e4f6fc461d085ac499bb,82
b91a635f024da500e952cfe973bfddb69cdfc8752bbb015e9d7dd4bfe7bf7003,16
f388ce03e841685d6cb408a4ca48ec449097b4066333ee15e710fa39a6e35398,62
38e6c7988a12c3faa97b2ab00bb4715631459cd74f6315539faf1017aa765dc5,155
44f2c8979affffad4cf63058271e15c8caa652dcc19d9bcb23d9ba860cacf807,12
f8917f83bba41703afc9d6f0ad4d0eaf62aa79ef41a89e676abc5f1d1e3f69da,11
9ccef21cf16c5da2f056400a95f684f8a26299496218febb90f0b9f3040fad63,8
6089aec9acdb07e958e5ee0040ac1a7fb4b150b7afba7b05f7908246c2e8b015,150
c47c8f2f8992da9cf49af0b06e1ba71993cf99ea79fc829ecdf18b259cd9951c,62
508909b77ba55dc7075b88d004d9cb882aeed07ae03b7b5cf5a7a5943b46ee42,105
080593d5c3c313d0c212920c82704a587636eb3a3ac56c0809346ef0f1b23bb7,23
81ff60e0a37fe2c8101be8a088e9dd9b9fd8e989d65114a92434c77258baad5e,61
8e15335b447b08e05e59c750c0d5f39526d91ccce28c2e030111f8747dfccba6,74
9bdcbaff5d3ecd89676659c808a6e37b6d41ac137dd74cf4722ab956a44371b0,29
2ba02b6f6a80c2554f0b5ee9549590b060e4d7483cb34b53f9111678e9970926,87
dc358045b83fdb44bd474ca92bbf0c03242a6230c5c540e4d321a13011d461c0,157
bf851df02b108a0696c3408f4d486ccb6ef5fe38444087547b251a2e6fe38bb8,29
462e66386d56f1100737bca42543e27adb6a3fa7786e2a5bdbef24a6d4337900,11
2bd975fd0c18e7b05642c617b4246f5092502f293f9f29eb594a65f5e6899d1c,0
37d61c909c20d76466de2cdbf2dae92ed86fc59e04954b685d8a1fa15893a057,89
b8e1d5574a675bb079432e5f68fe7ccfe38e7fb60580fd69a9858fe2d37cb9d1,5
917064b1d6da65b931fb393d881bf727081d69fd176dda15c35a9a7941de3f89,111
742af76b020cdbd68e711f97e17f9c7695ae5be0188a5c8a95d8bb44a589cf25,29
e49d302c354e771a129b05e29ee1d289054087ed61404fb1886e4624f4d16c1c,10
62f2b70708cb5fb8a444bddd6fe471cda2de1f275cc9e1d86af4c3c91a093c51,25
8001b0bbd9df53268c4ae4369eec9a6c9ff5f96400022e2e956c4929fc2f9cba,36
d42700bdadf66df9a3c3a126f96ebb5f54979926b62866c6e49f809e33e4205d,56
838c98a1ac6b84c4165814da33b65194db08408d627f7bfb5ce02da542319723,45
ae61b0a4d8b3a214a4177239c6c61ed5ba9a0dea73995a49788a9e356d952d57,15
08e28da4eb8423c5fbfbe1f3d7f0418d20f6806e5000d4bdf6bef306b534e3f2,74
75b3529422fa19eacfa116cd756a7eb154a0f20c8b14ebbf02101f8265295a6f,12
918e123d2b00baaad35380dc8364df3e8ec6b7f7c1d8e336172f846f9e22295c,34
8fa9a6136ea2b84a8d3c1122cb63fc36c2834c9b22c951323a031d67efdd98f3,48
8c7e6960e36a843c62991842580f37d5c4574b53cc1fa7d2ea4a73152637b90f,15
9fe5388d4ce70f7bbd7f896a284aca6f9db20590310ceceed39f062b498056b4,12
c39d7df67c83d41e7f11d6fc1fe41f8df3b50e11a76c5dae0afb72c5ea71608f,106
0db9e8517c5693d6459ac5c643ebabdcea19547684a8e7b4718d4379c8ddc876,91
cf91c5ee11564eee336cbca06f784cce40ed132bdb466c630a2474ff708aed30,8
f4e04725925995ef2bfd21ac2785866b699e1b40280291c487cfa0070c9a3591,11
82bdf42a3f5254224f7c5528a5e4f5dd1381adceaa7a71d2b2f3ca3389e57ff2,14
160d97b15ae57a88b0d8be2d6863fd3b35d18e6165da17df077ad41481047003,16
21e522b7d23edb193846f026f462e5c583a54a555ed387160c24b43953fc423e,45
dc1fddc9004fa23d03adc001a72d89a3d8a9dca0e5b42ee734362353efabb323,92
2a3614de34cc16ca7e7d7f94cb8701a035f38da66f979b4b6cb554633f8a15e0,93
84e77adb0a3aeecfadf69aa2e79738af94f0b5d980e57718895d5e9659332653,21
d781d04a6d741826aa8fded2af883d0e6ceecb337258ab943a1a4a7fd09184d4,15
bfeec27476bc5d5835cc52537882dcaf1bd0fbb64e495110169b8be71aa0f329,29
49765abd863b72b6aff14ce91b07307b730b2c8207ab61eb1facd1904195cf7a,59
c2c24b53f53b5026d42da1201505ff4e1023ae49bd3e6d8d447f245d3191ea10,59
1bf5fa153f6c225aa8026411ac0ca1a686a5f908c2544208c0765d01189671d8,44
e36d85fdc0cabb5dc358d827ee7fa4ab241190693bd228ebfe9f5ac8e5fe0662,11
2ba12e1876821283d18a8aecefc22a54e8fd1ff0eb59f6713f31145d663d82c8,54
6147f09f9d9c32e5b9b6ccc65c2cfbbc1951a24f4d1ee2878f64fce8457b4b24,14
f329a900785cd56f5b787131a7788afd9180d8daa6f4eb48cbf4e364ea70d5e8,95
9cd4ea71134ced9198c669b695e5fd39c71f073c9607c03a36bf7e17d3706507,0
097df3a97aa2b9f5285dd64834020fef5657f2ec34f9e643b8955d334df63629,74
b3c72f6881c33b83e14f52187b859de71244b6cefbddcd461c660b8b84bcc1f5,69
1cdfaad6ddf74b754bc98576e6bd6e47cdaaacb4230fb5632967568922fa07e5,11
b257cb9bb76ed08aa2dc758f696da126ec13ebe645978b75db97f68bb9fdaf33,96
e722450cbd6c15d7321a8f50a405c9eccd4c611bf20982bc526b2f8809642311,97
2e919a9bd47f09c8a48d81db1604a9fe28c26ff6831e69b37dc9e35acec3cfb6,98
ea38f2748d5a59691dd3ce343ffcb70cbcb8444a98d5fd1ba2e8172be5444c33,59
35e4d7687227b8a20f0c8de9965176857080d11e6125b44f30277011f6c01a72,14
28dc34e2f88d2e038895ea5043369abd069a92eaf50299eacaae5a7eb95a0c2d,25
85737e8028cc27e9776a02500b61abe4309f48fdd88dff2140182352198f7628,45
ba48b3cfaf1e149ea86168232bbe1553150e1d322385ee90b61ce07d9ef07278,95
f3162f4dfe75a7bfac54fbbaeed8d00152f84ea9ce089be8ffaf2483db17ed89,10
4d3f7957b3b00235bee78f3993f283e52a80d62c49787ce5188d22752e942949,8
c75830719c5d3c57754c0f60280c025726131c0370a1123e044e7ff1558404ab,76
ae7ec9edf8e32edd7c038865ef507d2ef7e6ced337f77a5751c6409d65cf5e2e,95
c2a01b1e117defc748416ef81dd870715af1ebc3a43fc36f5ef881eb3916e163,11
ef00f39ba2bc3b89f0523f3dbed0a84940e9b376b7868101358409b547e19640,100
cb514c23622855edd1d6a0d0132e5d63fd105af52e335d5aecf55870619611f2,101
bc01902975fbdfa0f06212a8459af33a2af877fa007c0ed59bdc200657bac92d,72
2f1190e1c4961c081a73397bf8c41c98a033cc3f30bf2d17db21b48c08b0065d,102
b438aeb891fbce22ee9d674cf0d000374dd8d57fe2b68f1f4f3ff3224a5aeac8,87
8ecedd85b48475e150ea5017252f58dad48fc32da57540a168306c7fe0f1093c,17
6a590fb15f007adbf1ce5dd45a764e03e90892038f7be2fa4af8892dd098368f,103
7fe2a06502a7ebca70929d78915e9c21a07406af12e7be6a4a10982b7d4d0163,14
4c9800562c3127ce565b0d22ec9a01e2361fd253019cae931d970db1fc37954e,55
6c899f5d5396a64c7f0714089ae9ae2b320e52e8a134e32007cc3cd62087b3a1,85
c43e1d54b436e3953c89202d0e2775b35299577f8c3f16c602adf8d435efb396,42
f0b822205fb923019e641d128b6d5bda43ba913edd5b69cf46534c60ddf9f2e4,74
eb81880839357268d139b00a8d685a461d22961b3e0feff884cf24eb33b66c45,13
4dd2375cc13cf9488cc6775af318f106b7838cf55c131a0dcac1c07cba323231,52
6e61c82cf6b0cdcaa500432092ef9087785bb42dc58315f7b5adf5bc4209b294,40
7dab19b6620b3bcd775e3bc3ee1685f91832435f4915cc9a985a10d263065d67,55
700d5dc06a0a25065c0cac034b175a29374d55ecebb428382844091c936a7de4,77
de69297d84d01ee67071c39a67440cdc4231ecae7434b3462ef35f9e8719db74,91
95dd1099a330dc24aaac32f02e42bce47b12057dcbfa50a78bf6a4ec75b7a5b4,16
a81b2a9528d76429d97cd2d3e0422d688f408e3a20ef349f386dceb85f891a5c,13
3f0653d7a233252072c50c916d2010b5753549f38efaebf6a39d37767373c372,45
967ab3d87a9cdd1d3d0fdf7f2295083f1cc039150e075869ff2a1bd0e69abe3b,51
048dce202d96881107c822e4ddaeae27cd63e49700d312602a1a3c21926f1afa,51
832ab5daf4bd6dd9057fb385c194d644c1b46bab204058abebef49c6ed7fe850,62
61bb19b6403ed7f0f86a4617133606d455af3bb94cbe5e01e62a5529c98df1cf,85
ef3992c191f8228189e7b529bf898b2739510a212b4f9186c40122eecaf08b74,85
70807c56e608e6427392855703a9cfbf2eb3063d3dc3f0a62ae61f2891b76c0a,100
ef14f8b29984cf8ad3c634b76a542f189f095e4aa6bf093e05c1c2ff54f09480,1
a308f77dbe1c29996610006a918fde069d08018ab0de80d6c83f800c20837b74,29
442d2cf9c94a31905f90663658a905c4e6124f273a273c27c9f2ee74437cd5a0,42
a99a86bc1941b211cae5eee550f6d2c9a70adf43e2b7ad1fb5ea837c4805c912,16
005fc1fd1778cabe29d0238ee745160aff12757416b6220c770405b731dc4b2f,14
2e680a53f8c9fcdf475009ff9ff478b324cdeb65cde8e26738c2595d39f09bba,22
c9b9237660da322a21a4e0e27d7c55aab004d5616a99fe0d44f6476a1da762d2,9
956adb03831d1bff7fd6df6686fb2bd52a264879d17d0f803380756da0f40524,41
b59588f383901ea6420010262cd0aed1010c90a34fea6b97eb7ffe5ee675cfdf,14
291a6e08455eda018f2653299e5bf0585933d4c19c2015b8adb6952f22a5146f,45
9bea643ce78ca93c03f181ed8a1a39c0e6e6df8ea53196e334b134b421aca19e,106
b35259ba9d03cf4bd39c1a6243c9a3a333cd8067270a49401913ca0dc4ba6a67,42
0838e39be6016afc456b6987d378829cc6e50a50d3db4477cfa4840caf4204bb,5
2827c81786ac62f4277edd2bf565b3f9e6e614402db9942fc673f9b46e13b154,14
9ddf6baaa32acd4fffd5fec4adcc984fa97eeb6cf46e9e4f8559ba4da46daa53,30
9544a34a529147caffcd53012c285405d57c0f246560cf6e82c8e47c3eb71c30,104
8a752dff145b0b162388b8fe306830bff9697fde09602134cfb566574e7d0190,14
